DATE,DEXUSEU
2000-01-05,1.01786000000000000000
2000-01-12,1.02946000000000000000
2000-01-19,1.01585000000000000000
2000-01-26,1.00608000000000000000
2000-02-02,0.97822000000000000000
2000-02-09,0.98412000000000000000
2000-02-16,0.98342000000000000000
2000-02-23,0.99475000000000000000
2000-03-01,0.97412000000000000000
2000-03-08,0.95952000000000000000
2000-03-15,0.96662000000000000000
2000-03-22,0.96850000000000000000
2000-03-29,0.96396000000000000000
2000-04-05,0.95926000000000000000
2000-04-12,0.95800000000000000000
2000-04-19,0.94968000000000000000
2000-04-26,0.93266000000000000000
2000-05-03,0.90502000000000000000
2000-05-10,0.89860000000000000000
2000-05-17,0.90426000000000000000
2000-05-24,0.90124000000000000000
2000-05-31,0.92560000000000000000
2000-06-07,0.94760000000000000000
2000-06-14,0.95654000000000000000
2000-06-21,0.95624000000000000000
2000-06-28,0.94052000000000000000
2000-07-05,0.95335000000000000000
2000-07-12,0.94860000000000000000
2000-07-19,0.93246000000000000000
2000-07-26,0.93506000000000000000
2000-08-02,0.92416000000000000000
2000-08-09,0.90464000000000000000
2000-08-16,0.90876000000000000000
2000-08-23,0.90358000000000000000
2000-08-30,0.89888000000000000000
2000-09-06,0.88622500000000000000
2000-09-13,0.86528000000000000000
2000-09-20,0.85376000000000000000
2000-09-27,0.87418000000000000000
2000-10-04,0.87872000000000000000
2000-10-11,0.86905000000000000000
2000-10-18,0.85198000000000000000
2000-10-25,0.83608000000000000000
2000-11-01,0.84358000000000000000
2000-11-08,0.85868000000000000000
2000-11-15,0.85898000000000000000
2000-11-22,0.84830000000000000000
2000-11-29,0.85015000000000000000
2000-12-06,0.88030000000000000000
2000-12-13,0.88060000000000000000
2000-12-20,0.89456000000000000000
2000-12-27,0.92345000000000000000
2001-01-03,0.93957500000000000000
2001-01-10,0.94506000000000000000
2001-01-17,0.94215000000000000000
2001-01-24,0.93660000000000000000
2001-01-31,0.92370000000000000000
2001-02-07,0.93542000000000000000
2001-02-14,0.92278000000000000000
2001-02-21,0.90980000000000000000
2001-02-28,0.91194000000000000000
2001-03-07,0.93014000000000000000
2001-03-14,0.92354000000000000000
2001-03-21,0.89968000000000000000
2001-03-28,0.89108000000000000000
2001-04-04,0.88736000000000000000
2001-04-11,0.89464000000000000000
2001-04-18,0.88604000000000000000
2001-04-25,0.89638000000000000000
2001-05-02,0.89342000000000000000
2001-05-09,0.88868000000000000000
2001-05-16,0.87858000000000000000
2001-05-23,0.87238000000000000000
2001-05-30,0.85675000000000000000
2001-06-06,0.84624000000000000000
2001-06-13,0.84902000000000000000
2001-06-20,0.85800000000000000000
2001-06-27,0.85938000000000000000
2001-07-04,0.84690000000000000000
2001-07-11,0.84960000000000000000
2001-07-18,0.85712000000000000000
2001-07-25,0.87256000000000000000
2001-08-01,0.87618000000000000000
2001-08-08,0.88022000000000000000
2001-08-15,0.89896000000000000000
2001-08-22,0.91478000000000000000
2001-08-29,0.91158000000000000000
2001-09-05,0.90022500000000000000
2001-09-12,0.90110000000000000000
2001-09-19,0.92058000000000000000
2001-09-26,0.91884000000000000000
2001-10-03,0.91538000000000000000
2001-10-10,0.91442500000000000000
2001-10-17,0.90644000000000000000
2001-10-24,0.89472000000000000000
2001-10-31,0.89952000000000000000
2001-11-07,0.90036000000000000000
2001-11-14,0.88712500000000000000
2001-11-21,0.88112000000000000000
2001-11-28,0.88140000000000000000
2001-12-05,0.88976000000000000000
2001-12-12,0.89108000000000000000
2001-12-19,0.90152000000000000000
2001-12-26,0.88467500000000000000
2002-01-02,0.88992500000000000000
2002-01-09,0.89352000000000000000
2002-01-16,0.89024000000000000000
2002-01-23,0.88295000000000000000
2002-01-30,0.86666000000000000000
2002-02-06,0.86514000000000000000
2002-02-13,0.87386000000000000000
2002-02-20,0.87280000000000000000
2002-02-27,0.87012000000000000000
2002-03-06,0.86972000000000000000
2002-03-13,0.87688000000000000000
2002-03-20,0.88212000000000000000
2002-03-27,0.87776000000000000000
2002-04-03,0.87640000000000000000
2002-04-10,0.87842000000000000000
2002-04-17,0.88276000000000000000
2002-04-24,0.88960000000000000000
2002-05-01,0.90100000000000000000
2002-05-08,0.91038000000000000000
2002-05-15,0.90814000000000000000
2002-05-22,0.91960000000000000000
2002-05-29,0.92627500000000000000
2002-06-05,0.93834000000000000000
2002-06-12,0.94540000000000000000
2002-06-19,0.94714000000000000000
2002-06-26,0.97308000000000000000
2002-07-03,0.98580000000000000000
2002-07-10,0.98567500000000000000
2002-07-17,1.00136000000000000000
2002-07-24,1.00398000000000000000
2002-07-31,0.98666000000000000000
2002-08-07,0.97898000000000000000
2002-08-14,0.97598000000000000000
2002-08-21,0.98004000000000000000
2002-08-28,0.97576000000000000000
2002-09-04,0.98792500000000000000
2002-09-11,0.98094000000000000000
2002-09-18,0.97402000000000000000
2002-09-25,0.98180000000000000000
2002-10-02,0.98214000000000000000
2002-10-09,0.98344000000000000000
2002-10-16,0.98372500000000000000
2002-10-23,0.97424000000000000000
2002-10-30,0.98076000000000000000
2002-11-06,0.99546000000000000000
2002-11-13,1.00990000000000000000
2002-11-20,1.00660000000000000000
2002-11-27,0.99390000000000000000
2002-12-04,0.99565000000000000000
2002-12-11,1.00628000000000000000
2002-12-18,1.02292000000000000000
2002-12-25,1.02517500000000000000
2003-01-01,1.04285000000000000000
2003-01-08,1.04228000000000000000
2003-01-15,1.05368000000000000000
2003-01-22,1.06587500000000000000
2003-01-29,1.08248000000000000000
2003-02-05,1.07986000000000000000
2003-02-12,1.07664000000000000000
2003-02-19,1.07712500000000000000
