v_id,lng,lat,type,voltage,frequency,wkt_srid_4326
23470,-90.04042678,38.73867096,joint,345000,60,SRID=4326;POINT(-90.0404267803716 38.7386709600085)
16854,-93.89589365,49.06432045,substation,,,SRID=4326;POINT(-93.8958936452349 49.0643204494094)
25563,-75.15960889,40.70701009,joint,230000;69000,,SRID=4326;POINT(-75.15960889129 40.7070100889546)
6044,-78.8398727,42.78966649,sub_station,,,SRID=4326;POINT(-78.8398726969668 42.7896664868582)
8477,-94.63896918,47.37904235,substation,,,SRID=4326;POINT(-94.6389691818178 47.3790423460162)
30911,-81.26797174,37.70235039,joint,,,SRID=4326;POINT(-81.2679717365543 37.7023503883863)
26853,-87.22559509,30.57118902,joint,230000,60,SRID=4326;POINT(-87.225595093961 30.5711890245163)
10060,-86.47724827,31.40097471,station,,,SRID=4326;POINT(-86.4772482680929 31.4009747129504)
2930,-74.92060904,40.68160045,substation,,,SRID=4326;POINT(-74.9206090414964 40.6816004472668)
9424,-94.03878139,45.56910623,station,,,SRID=4326;POINT(-94.0387813907092 45.5691062278177)
14469,-120.5861365,35.04695759,substation,,,SRID=4326;POINT(-120.586136482858 35.0469575869802)
8456,-97.26004817,33.21940626,substation,138000,60,SRID=4326;POINT(-97.260048166895 33.2194062589518)
29373,-94.27502769,45.54347338,merge,,,SRID=4326;POINT(-94.2750276914452 45.5434733829059)
27733,-150.0243422,61.76439767,joint,,,SRID=4326;POINT(-150.024342197307 61.7643976745039)
10073,-86.05982629,30.99405112,station,,,SRID=4326;POINT(-86.0598262861167 30.9940511179111)
1723,-73.8580704,40.93941425,substation,345000;138000,60,SRID=4326;POINT(-73.858070400934 40.9394142494805)
6312,-82.53193033,38.35189505,sub_station,,,SRID=4326;POINT(-82.531930328513 38.3518950466496)
4325,-81.03287194,44.1677198,sub_station,,,SRID=4326;POINT(-81.0328719384291 44.1677198011827)
420,-89.93758568,30.00967904,substation,230000,,SRID=4326;POINT(-89.9375856750661 30.0096790405467)
27299,-100.6180632,21.24502711,joint,230000,60,SRID=4326;POINT(-100.618063199736 21.2450271136173)
608,-92.39876339,34.75330801,station,,,SRID=4326;POINT(-92.3987633870829 34.7533080066378)
24099,-91.15173019,30.42250698,joint,230000;69000,60,SRID=4326;POINT(-91.1517301929046 30.4225069779962)
992,-120.1275118,47.34989297,sub_station,,,SRID=4326;POINT(-120.127511750617 47.3498929670495)
19978,-76.11299827,44.71591478,joint,,,SRID=4326;POINT(-76.1129982685114 44.7159147829815)
14214,-81.83491486,27.90855509,substation,230000;69000,60,SRID=4326;POINT(-81.8349148623344 27.9085550867931)
1260,-94.86313905,38.94282446,sub_station,,,SRID=4326;POINT(-94.8631390531854 38.9428244600656)
1860,-78.45042437,40.31377808,sub_station,,,SRID=4326;POINT(-78.4504243659519 40.3137780837466)
18154,-85.27913587,34.84999299,joint,,,SRID=4326;POINT(-85.2791358669566 34.8499929898487)
3389,-124.010773,44.00746721,station,,,SRID=4326;POINT(-124.010772992787 44.0074672090325)
6678,-79.78078871,36.12249068,substation,,,SRID=4326;POINT(-79.780788710631 36.1224906799518)
9228,-74.07086493,40.33904886,station,,,SRID=4326;POINT(-74.0708649334476 40.3390488605894)
15139,-91.00485417,30.38781322,substation,69000,60,SRID=4326;POINT(-91.0048541652668 30.3878132201965)
19370,-122.1758193,47.80821817,joint,230000,,SRID=4326;POINT(-122.175819284486 47.8082181691919)
3281,-96.23688984,19.15079817,station,,,SRID=4326;POINT(-96.2368898358396 19.1507981712372)
4020,-94.57577602,38.95708431,substation,,,SRID=4326;POINT(-94.5757760186999 38.9570843091394)
28654,-88.85990783,37.21446361,merge,,,SRID=4326;POINT(-88.8599078274162 37.2144636124175)
21106,-112.2723993,33.79888188,joint,500000;230000;500000;230000,60,SRID=4326;POINT(-112.272399298068 33.7988818793401)
30378,-78.91253963,42.97568123,joint,,,SRID=4326;POINT(-78.9125396252294 42.9756812264918)
29421,-92.13585362,34.42294078,merge,,,SRID=4326;POINT(-92.1358536177907 34.4229407782524)
19256,-122.3809973,38.15264436,joint,,,SRID=4326;POINT(-122.380997280156 38.1526443596662)
8467,-96.35077414,32.96925166,substation,345000;138000;69000,60,SRID=4326;POINT(-96.3507741365716 32.9692516588946)
8916,-83.14530289,42.93977238,sub_station,,,SRID=4326;POINT(-83.1453028865683 42.939772380848)
11349,-95.36973421,29.94062635,substation,345000;138000;35000,60,SRID=4326;POINT(-95.3697342068093 29.9406263524671)
2107,-114.8466697,35.97807349,sub_station,,,SRID=4326;POINT(-114.846669717168 35.9780734943749)
22669,-86.31076653,32.29928547,joint,230000,60,SRID=4326;POINT(-86.3107665291311 32.2992854708289)
3816,-104.6257337,38.90868081,substation,,,SRID=4326;POINT(-104.625733672866 38.9086808071388)
30950,-80.83217761,35.56590849,joint,230000,,SRID=4326;POINT(-80.8321776118121 35.5659084947604)
20755,-96.23515939,29.0276126,joint,345000,60,SRID=4326;POINT(-96.2351593926561 29.0276126014297)
335,-121.4863857,38.65030191,station,,,SRID=4326;POINT(-121.486385741376 38.6503019093505)
4579,-111.9811603,33.68096154,substation,,,SRID=4326;POINT(-111.981160270129 33.6809615412099)
6191,-80.78070746,34.17905717,station,,,SRID=4326;POINT(-80.7807074566978 34.1790571721021)
28314,-105.1511048,39.73319659,merge,,,SRID=4326;POINT(-105.151104791605 39.7331965870122)
16151,-113.1589646,37.80057411,substation,,,SRID=4326;POINT(-113.158964642492 37.8005741082087)
18672,-83.1916159,37.23515196,joint,,,SRID=4326;POINT(-83.1916158976859 37.2351519578932)
19232,-121.4284112,38.58596016,joint,230000,,SRID=4326;POINT(-121.428411176462 38.5859601626222)
14593,-82.51628436,34.80968467,substation,,,SRID=4326;POINT(-82.5162843564648 34.8096846689987)
6090,-78.390113,42.07319286,substation,,,SRID=4326;POINT(-78.390112996764 42.0731928577492)
19165,-122.5921308,38.40006936,joint,230000,60,SRID=4326;POINT(-122.592130836666 38.4000693644804)
10279,-90.05412674,32.58569651,station,,,SRID=4326;POINT(-90.0541267422071 32.5856965083756)
14613,-82.29366257,46.21321477,sub_station,,,SRID=4326;POINT(-82.2936625733395 46.2132147690098)
28307,-82.70294171,34.54274058,merge,,,SRID=4326;POINT(-82.7029417060365 34.5427405816103)
31172,-111.0633497,47.49673307,joint,230000,60,SRID=4326;POINT(-111.063349662897 47.4967330734086)
20305,-81.62706005,41.44723282,joint,345000,60,SRID=4326;POINT(-81.6270600525336 41.4472328163312)
3729,-110.6004612,41.75847559,station,,,SRID=4326;POINT(-110.600461173747 41.7584755926338)
21979,-73.11637578,41.77616517,joint,115000,,SRID=4326;POINT(-73.1163757756949 41.7761651690836)
18300,-81.06390692,33.78899099,joint,,,SRID=4326;POINT(-81.0639069195713 33.7889909850619)
3424,-108.7900574,41.73422231,station,,,SRID=4326;POINT(-108.790057401076 41.7342223070526)
6243,-97.02955652,49.86954904,sub_station,,,SRID=4326;POINT(-97.0295565150895 49.8695490355238)
14181,-112.2732009,33.52213458,substation,,,SRID=4326;POINT(-112.273200871804 33.5221345812205)
2304,-73.84177282,41.59721028,substation,115000,60,SRID=4326;POINT(-73.8417728165621 41.5972102826092)
23231,-111.9118576,33.42877679,joint,230000,60,SRID=4326;POINT(-111.911857584178 33.4287767886866)
19277,-79.82523066,43.56153069,joint,500000,,SRID=4326;POINT(-79.8252306642507 43.5615306934544)
8311,-83.88496415,33.6619441,sub_station,,,SRID=4326;POINT(-83.8849641494215 33.6619440988547)
26073,-88.43027991,44.73419478,joint,,,SRID=4326;POINT(-88.4302799074142 44.7341947767219)
24878,-81.77785081,26.70119816,joint,230000,,SRID=4326;POINT(-81.7778508069682 26.7011981590864)
15707,-104.69084,38.3456143,substation,,,SRID=4326;POINT(-104.690839990315 38.3456143045049)
17722,-64.9729165,47.04112491,sub_station,,,SRID=4326;POINT(-64.9729164987973 47.041124911492)
134,-117.5552074,33.36866457,plant,,,SRID=4326;POINT(-117.555207395412 33.3686645652453)
9740,-101.8549093,33.51860964,substation,,,SRID=4326;POINT(-101.854909253968 33.5186096375001)
1792,-81.45468189,28.62299042,sub_station,,,SRID=4326;POINT(-81.4546818878385 28.6229904231286)
29101,-103.5709631,25.49375578,merge,,,SRID=4326;POINT(-103.570963106503 25.4937557834144)
11535,-83.65298796,42.85772256,station,,,SRID=4326;POINT(-83.6529879612582 42.857722564796)
8017,-112.9773385,44.9884049,sub_station,,,SRID=4326;POINT(-112.977338451866 44.9884049046432)
22698,-86.40724263,43.87345771,joint,345000,60,SRID=4326;POINT(-86.4072426262051 43.8734577100385)
6602,-88.84926812,37.87857028,sub_station,,,SRID=4326;POINT(-88.8492681186762 37.8785702772137)
17856,-82.03573628,39.99495692,substation,,,SRID=4326;POINT(-82.0357362841244 39.9949569205389)
18292,-80.69990705,34.33352359,joint,,,SRID=4326;POINT(-80.6999070511633 34.333523590107)
13063,-93.1732114,36.62272623,substation,,,SRID=4326;POINT(-93.1732114000747 36.6227262302651)
4748,-96.88815296,46.11721294,substation,,,SRID=4326;POINT(-96.8881529620328 46.1172129375244)
8470,-95.61649573,33.08573784,substation,345000,60,SRID=4326;POINT(-95.6164957258007 33.0857378389286)
20427,-74.84735243,45.10230919,joint,,,SRID=4326;POINT(-74.8473524324049 45.1023091892883)
22324,-121.8713432,37.55858868,joint,230000,60,SRID=4326;POINT(-121.871343224108 37.5585886751152)
28442,-107.9514399,38.43825542,merge,345000;115000,,SRID=4326;POINT(-107.951439851593 38.4382554182549)
22138,-78.55641602,43.10316547,joint,345000,60,SRID=4326;POINT(-78.5564160209795 43.1031654716331)
10650,-75.31433208,40.61882275,sub_station,,,SRID=4326;POINT(-75.3143320807971 40.6188227450168)
818,-77.56818945,38.85426569,station,,,SRID=4326;POINT(-77.5681894503496 38.8542656941076)
23450,-89.5371858,40.5518751,joint,345000,60,SRID=4326;POINT(-89.5371857971368 40.5518750983294)
11529,-83.20482225,42.63917636,station,,,SRID=4326;POINT(-83.2048222526844 42.6391763643018)
20522,-123.0401016,46.08999139,joint,230000,60,SRID=4326;POINT(-123.040101624572 46.0899913904)
21839,-111.941598,33.44685689,joint,230000,60,SRID=4326;POINT(-111.941598018457 33.4468568907041)
10123,-76.2263051,36.31401475,station,,,SRID=4326;POINT(-76.2263051048352 36.3140147528989)
9833,-77.87243314,34.28624738,station,,,SRID=4326;POINT(-77.8724331437559 34.2862473758982)
17262,-118.3916119,33.90163209,substation,220000,60,SRID=4326;POINT(-118.391611914428 33.9016320905724)
5426,-72.90195132,41.57354157,substation,115000,,SRID=4326;POINT(-72.9019513196985 41.5735415713695)
24899,-83.29518294,42.67519872,joint,,,SRID=4326;POINT(-83.2951829362866 42.6751987170352)
8053,-105.3854307,44.29101657,substation,,,SRID=4326;POINT(-105.385430747002 44.2910165725782)
19950,-75.765303,39.61303801,joint,230000,,SRID=4326;POINT(-75.7653030021732 39.6130380093974)
7250,-85.11622313,31.22376018,sub_station,,,SRID=4326;POINT(-85.1162231291775 31.2237601842866)
30255,-73.24755963,45.8153051,joint,230000,,SRID=4326;POINT(-73.2475596323716 45.8153050992483)
28170,-62.48327171,44.98783859,merge,,,SRID=4326;POINT(-62.483271711303 44.9878385948675)
9356,-80.21282373,26.07665719,substation,,,SRID=4326;POINT(-80.2128237305631 26.0766571944268)
345,-121.4700843,38.48952826,station,,,SRID=4326;POINT(-121.470084317457 38.4895282573393)
24147,-84.47267709,42.41621116,joint,,,SRID=4326;POINT(-84.4726770935625 42.4162111584048)
38,-122.3071751,47.51441768,substation,,,SRID=4326;POINT(-122.307175106459 47.5144176785884)
30994,-79.01164099,43.11772215,joint,,,SRID=4326;POINT(-79.0116409945452 43.1177221469987)
23147,-97.54774094,35.33437656,joint,,,SRID=4326;POINT(-97.5477409447165 35.3343765627975)
12155,-104.7048033,38.70617468,substation,,,SRID=4326;POINT(-104.704803340558 38.7061746842484)
22302,-77.49932064,43.0878268,joint,,,SRID=4326;POINT(-77.499320635783 43.0878267989591)
11069,-85.79163172,42.84725843,substation,,,SRID=4326;POINT(-85.7916317159513 42.8472584348511)
3383,-72.57864166,45.64689789,substation,,,SRID=4326;POINT(-72.578641657389 45.6468978850669)
707,-83.81543557,38.69680276,station,,,SRID=4326;POINT(-83.815435566994 38.6968027576687)
21024,-122.7415996,53.84232351,joint,,,SRID=4326;POINT(-122.741599630328 53.8423235124419)
18301,-81.65038391,34.254302,joint,,,SRID=4326;POINT(-81.6503839105705 34.2543020047951)
9505,-77.76225451,35.74765401,sub_station,,,SRID=4326;POINT(-77.7622545061466 35.7476540081075)
616,-85.30559786,40.23676417,substation,345000,,SRID=4326;POINT(-85.3055978585008 40.2367641662883)
27107,-88.21581648,41.8220525,joint,345000,60,SRID=4326;POINT(-88.2158164758096 41.8220524992976)
1234,-119.6344785,45.93377805,sub_station,,,SRID=4326;POINT(-119.634478520595 45.9337780472847)
13753,-80.23176301,42.05282901,substation,,,SRID=4326;POINT(-80.2317630138117 42.0528290140592)
1777,-81.39907127,28.64278358,sub_station,,,SRID=4326;POINT(-81.3990712682415 28.642783580728)
22319,-76.7761285,42.94660598,joint,,,SRID=4326;POINT(-76.7761285027045 42.9466059752735)
23862,-79.0307794,48.25837192,joint,,,SRID=4326;POINT(-79.0307794017649 48.2583719178417)
23460,-83.74287911,33.80422087,joint,230000,,SRID=4326;POINT(-83.7428791092107 33.8042208747295)
8083,-89.60692329,41.77346391,substation,,,SRID=4326;POINT(-89.606923290926 41.7734639089446)
1426,-77.44702539,39.40304733,substation,,,SRID=4326;POINT(-77.4470253899693 39.4030473299286)
8792,-95.43007012,29.49070318,substation,69000,60,SRID=4326;POINT(-95.4300701168797 29.4907031811782)
13425,-79.72360503,44.73719657,sub_station,,,SRID=4326;POINT(-79.7236050280278 44.7371965658591)
3265,-97.77777431,18.88950341,sub_station,,,SRID=4326;POINT(-97.7777743135003 18.8895034073501)
3518,-112.2734679,33.80233024,substation,,,SRID=4326;POINT(-112.273467860639 33.8023302406774)
10061,-86.87939399,31.4197232,sub_station,,,SRID=4326;POINT(-86.8793939855902 31.4197231980124)
17738,-82.41046985,42.87628526,sub_station,,,SRID=4326;POINT(-82.4104698523677 42.8762852605735)
9066,-111.0239971,43.16052896,sub_station,,,SRID=4326;POINT(-111.023997088477 43.1605289601113)
30120,-86.64604248,30.47538053,joint,230000,60,SRID=4326;POINT(-86.6460424782297 30.4753805293248)
9869,-77.97525187,34.82198645,substation,,,SRID=4326;POINT(-77.9752518717131 34.8219864524955)
13317,-90.48522227,41.47834089,sub_station,,,SRID=4326;POINT(-90.4852222724208 41.478340892688)
22600,-70.96947429,42.83533911,joint,345000,,SRID=4326;POINT(-70.969474291535 42.8353391108445)
5306,-90.92880714,32.28138941,substation,500000;115000,60,SRID=4326;POINT(-90.9288071397561 32.2813894134234)
7750,-89.56768579,36.51563501,substation,,,SRID=4326;POINT(-89.5676857904272 36.5156350131321)
10197,-89.78101708,30.31468512,station,,,SRID=4326;POINT(-89.7810170773201 30.3146851173296)
28983,-75.17090019,40.98108196,merge,,,SRID=4326;POINT(-75.1709001933359 40.9810819606123)
28547,-84.53027993,42.67940397,merge,,,SRID=4326;POINT(-84.5302799337785 42.6794039682618)
8419,-100.2169295,32.46400401,substation,345000,,SRID=4326;POINT(-100.216929481671 32.464004006059)
4685,-95.24147825,39.03318722,station,,,SRID=4326;POINT(-95.2414782514414 39.0331872225449)
17780,-79.53405802,43.62364026,substation,,,SRID=4326;POINT(-79.53405802441 43.6236402617913)
28365,-104.4884788,33.32794623,merge,,,SRID=4326;POINT(-104.488478792722 33.3279462297367)
17826,-62.71773757,44.79824209,sub_station,,,SRID=4326;POINT(-62.7177375700129 44.7982420914695)
1508,-78.87988427,36.00403189,station,,,SRID=4326;POINT(-78.879884273157 36.004031892792)
28738,-92.59195814,33.28904963,merge,,,SRID=4326;POINT(-92.5919581362663 33.2890496309329)
28412,-80.70674001,28.04354573,merge,230000;138000,60,SRID=4326;POINT(-80.7067400078202 28.043545732999)
20415,-83.44916864,41.5767548,joint,138000,,SRID=4326;POINT(-83.4491686388608 41.5767547987125)
30381,-78.75806051,42.84762073,joint,230000;115000,60,SRID=4326;POINT(-78.7580605078725 42.8476207271201)
9916,-80.04774386,32.95588484,station,,,SRID=4326;POINT(-80.0477438613338 32.9558848415454)
15925,-94.34678734,41.11392032,substation,,,SRID=4326;POINT(-94.3467873421925 41.1139203210649)
3354,-70.76942302,46.20884591,substation,,,SRID=4326;POINT(-70.7694230227261 46.2088459115072)
19062,-121.240327,37.51076326,joint,230000,60,SRID=4326;POINT(-121.24032704267 37.5107632574626)
8543,-95.39546953,31.36438735,substation,345000,60,SRID=4326;POINT(-95.3954695334408 31.3643873526118)
28364,-104.5140606,33.31254226,merge,,,SRID=4326;POINT(-104.514060629381 33.312542256579)
23923,-90.12595044,30.50229326,joint,230000,60,SRID=4326;POINT(-90.1259504378386 30.5022932550103)
7317,-94.43422943,36.10821333,station,,,SRID=4326;POINT(-94.4342294300535 36.1082133322425)
29640,-97.69526702,32.77797835,joint,,,SRID=4326;POINT(-97.6952670176295 32.7779783544127)
24950,-104.6637117,38.93736756,joint,,,SRID=4326;POINT(-104.663711691215 38.9373675621989)
26057,-91.82995374,46.09266377,joint,,,SRID=4326;POINT(-91.8299537408384 46.0926637744258)
27157,-94.51757725,39.13945105,joint,,,SRID=4326;POINT(-94.5175772456531 39.1394510546998)
11888,-94.86019464,39.14718588,station,,,SRID=4326;POINT(-94.8601946396455 39.1471858837683)
8545,-96.84349337,32.55779295,station,,,SRID=4326;POINT(-96.8434933669768 32.557792946923)
2120,-78.45784759,38.04156976,sub_station,,,SRID=4326;POINT(-78.4578475909324 38.0415697596821)
9787,-99.9661825,48.48646616,station,,,SRID=4326;POINT(-99.9661824978325 48.4864661589267)
14347,-71.16266442,49.8404512,substation,,,SRID=4326;POINT(-71.1626644227654 49.8404511957431)
27831,-91.67521363,42.03492369,joint,,,SRID=4326;POINT(-91.6752136330886 42.0349236909659)
10831,-96.18089857,36.77124443,sub_station,,,SRID=4326;POINT(-96.1808985733219 36.7712444289759)
28536,-98.82461007,48.08666588,merge,,,SRID=4326;POINT(-98.8246100662848 48.0866658803135)
6172,-77.32602708,43.16342783,sub_station,,,SRID=4326;POINT(-77.3260270772281 43.1634278335723)
118,-121.6026023,37.7966375,sub_station,,,SRID=4326;POINT(-121.602602297965 37.7966375043771)
29564,-78.84974668,38.10669708,merge,,,SRID=4326;POINT(-78.8497466805997 38.1066970838077)
23586,-77.42762421,34.79393282,joint,230000,,SRID=4326;POINT(-77.4276242064953 34.7939328239695)
7098,-119.9741434,40.07488805,sub_station,,,SRID=4326;POINT(-119.974143376579 40.0748880541556)
6717,-100.4386503,48.81951778,substation,,,SRID=4326;POINT(-100.438650261028 48.8195177780101)
19994,-66.84395111,46.05966937,joint,230000,,SRID=4326;POINT(-66.8439511084219 46.0596693695835)
716,-74.51850579,40.2404525,station,,,SRID=4326;POINT(-74.5185057862425 40.2404524966658)
13036,-93.23891827,36.67149016,station,,,SRID=4326;POINT(-93.2389182665854 36.6714901604267)
20770,-72.60460807,46.36406131,joint,,,SRID=4326;POINT(-72.6046080736148 46.364061312831)
2332,-98.32974523,43.90279031,substation,,,SRID=4326;POINT(-98.3297452308829 43.902790308423)
6020,-77.95764345,42.11398712,sub_station,,,SRID=4326;POINT(-77.9576434509694 42.1139871234457)
13805,-104.4945665,28.43043574,substation,,,SRID=4326;POINT(-104.494566498356 28.4304357423064)
2890,-76.95329649,42.87935833,sub_station,,,SRID=4326;POINT(-76.953296487603 42.8793583330078)
17981,-90.04955798,36.27508876,sub_station,,,SRID=4326;POINT(-90.0495579755716 36.275088760083)
8915,-84.81059449,34.17999344,substation,,,SRID=4326;POINT(-84.8105944865266 34.1799934391647)
21560,-82.25662887,34.68562815,joint,,,SRID=4326;POINT(-82.2566288683858 34.685628154633)
21791,-71.48517392,42.56518986,joint,,,SRID=4326;POINT(-71.4851739196137 42.5651898636125)
11901,-76.22528614,43.06313768,substation,,,SRID=4326;POINT(-76.2252861444112 43.0631376820685)
619,-96.05055962,28.7994676,substation,345000,60,SRID=4326;POINT(-96.0505596183314 28.7994675952618)
16909,-88.24016652,37.10612749,substation,,,SRID=4326;POINT(-88.2401665213656 37.1061274858299)
19749,-79.59964052,45.09017637,joint,,,SRID=4326;POINT(-79.599640519874 45.0901763739977)
18251,-81.6756219,33.24066997,joint,,,SRID=4326;POINT(-81.6756218988147 33.2406699673913)
23420,-89.54665099,44.85827887,joint,345000;138000;345000;138000,60,SRID=4326;POINT(-89.5466509859595 44.8582788703931)
4786,-78.92600821,43.08828414,substation,,,SRID=4326;POINT(-78.9260082132664 43.0882841370375)
9153,-89.0800506,39.40858162,station,,,SRID=4326;POINT(-89.0800506038856 39.4085816197312)
17005,-118.4371769,34.85803036,sub_station,,,SRID=4326;POINT(-118.437176873618 34.8580303567668)
24649,-82.13350137,42.41971571,joint,,,SRID=4326;POINT(-82.1335013737995 42.4197157107888)
7256,-96.1170325,39.28251766,sub_station,,,SRID=4326;POINT(-96.1170324968589 39.282517655755)
7465,-114.9163141,36.34748726,sub_station,,,SRID=4326;POINT(-114.916314133069 36.3474872559931)
28895,-84.04278327,33.69767968,merge,,,SRID=4326;POINT(-84.0427832672547 33.6976796816048)
22843,-95.58463019,35.7242243,joint,345000;138000;345000;138000,60,SRID=4326;POINT(-95.5846301862795 35.7242243014877)
14384,-77.53193564,53.78272234,substation,735000,,SRID=4326;POINT(-77.5319356350989 53.7827223399027)
10248,-90.93799581,30.27301608,station,,,SRID=4326;POINT(-90.9379958118521 30.2730160820855)
29535,-81.37511413,28.37466999,merge,230000;69000,,SRID=4326;POINT(-81.3751141349594 28.3746699856303)
21895,-90.09843271,32.264573,joint,230000;115000,60,SRID=4326;POINT(-90.0984327050662 32.2645730011098)
6006,-77.71630645,42.83872619,sub_station,,,SRID=4326;POINT(-77.7163064489776 42.8387261944889)
23839,-80.89326448,32.67647126,joint,115000;230000;230000;115000,60,SRID=4326;POINT(-80.8932644753359 32.676471255207)
6654,-79.05597746,36.45336483,substation,,,SRID=4326;POINT(-79.0559774598948 36.4533648312951)
24785,-91.52223252,45.98863289,joint,,,SRID=4326;POINT(-91.5222325164967 45.9886328900679)
30149,-84.02884423,35.75822623,joint,161000;500000;69000;69000,,SRID=4326;POINT(-84.0288442326951 35.7582262312442)
3587,-104.8481988,40.46481142,station,,,SRID=4326;POINT(-104.848198786041 40.4648114213039)
17571,-92.33259834,38.29649668,substation,,,SRID=4326;POINT(-92.3325983390295 38.2964966849409)
10295,-90.63382587,33.43909919,station,,,SRID=4326;POINT(-90.6338258696597 33.4390991924999)
7170,-83.63760047,32.91526456,sub_station,,,SRID=4326;POINT(-83.6376004655834 32.9152645643424)
6021,-77.8014749,42.15531679,sub_station,,,SRID=4326;POINT(-77.801474898205 42.1553167929392)
6213,-83.71712721,36.79706366,sub_station,,,SRID=4326;POINT(-83.7171272119011 36.79706366366)
3734,-122.8347186,53.84338323,sub_station,,,SRID=4326;POINT(-122.834718614119 53.843383234878)
30235,-112.0059916,40.7851477,joint,230000,,SRID=4326;POINT(-112.005991610591 40.785147702607)
303,-122.0152542,37.2809862,station,,,SRID=4326;POINT(-122.015254200929 37.2809862029797)
23815,-80.40276708,33.62166299,joint,230000,60,SRID=4326;POINT(-80.4027670825532 33.6216629870912)
10009,-79.13474779,35.46659808,station,,,SRID=4326;POINT(-79.1347477920132 35.4665980830528)
30740,-94.93788831,29.71932186,joint,345000,,SRID=4326;POINT(-94.9378883071546 29.7193218631195)
31202,-118.480986,34.31192432,joint,500000,0,SRID=4326;POINT(-118.480986020846 34.3119243203573)
21439,-73.37071551,45.9814733,joint,315000,,SRID=4326;POINT(-73.3707155125931 45.9814732969455)
22331,-76.11192945,42.96966559,joint,345000,60,SRID=4326;POINT(-76.1119294529863 42.9696655925387)
2397,-123.0437151,44.09571104,substation,,,SRID=4326;POINT(-123.043715068508 44.0957110350406)
26030,-105.8470706,40.23772896,joint,,,SRID=4326;POINT(-105.847070589654 40.2377289553838)
13803,-82.1878208,37.63501756,substation,,,SRID=4326;POINT(-82.1878208022683 37.6350175592704)
9842,-79.36898207,34.19525853,station,,,SRID=4326;POINT(-79.3689820663029 34.195258533088)
6745,-84.12454648,33.63685722,substation,,,SRID=4326;POINT(-84.1245464804286 33.6368572186296)
18812,-91.11980488,37.60661798,joint,,,SRID=4326;POINT(-91.1198048761907 37.6066179799073)
3790,-111.8861526,33.74450582,substation,,,SRID=4326;POINT(-111.886152560394 33.7445058200835)
5354,-90.11441157,29.83179321,substation,230000,,SRID=4326;POINT(-90.1144115672716 29.8317932101144)
21074,-104.5471999,40.103248,joint,230000,,SRID=4326;POINT(-104.54719992937 40.103247997113)
10346,-86.29267463,32.32564099,station,,,SRID=4326;POINT(-86.2926746319638 32.325640985677)
9687,-122.7074434,38.76619146,substation,,,SRID=4326;POINT(-122.707443420769 38.7661914608088)
7635,-95.75374274,36.17165709,sub_station,138000;69000,,SRID=4326;POINT(-95.7537427380399 36.171657085672)
6422,-76.46146039,36.22260631,sub_station,,,SRID=4326;POINT(-76.4614603896393 36.2226063086815)
29441,-92.17371682,40.06090989,merge,,,SRID=4326;POINT(-92.1737168158142 40.0609098863518)
30500,-121.9253461,38.41696341,joint,230000,60,SRID=4326;POINT(-121.925346082475 38.4169634122322)
6261,-82.12461283,37.30121516,station,,,SRID=4326;POINT(-82.1246128340199 37.3012151551847)
16295,-94.63237874,37.44266142,substation,,,SRID=4326;POINT(-94.632378740538 37.4426614171544)
15797,-122.654273,45.67814245,substation,,,SRID=4326;POINT(-122.654272955836 45.6781424548215)
19293,-111.9300792,41.3125828,joint,230000,,SRID=4326;POINT(-111.930079191064 41.3125827960154)
3657,-85.14088591,38.86620418,sub_station,,,SRID=4326;POINT(-85.1408859082986 38.8662041821228)
28541,-80.45566377,43.44551557,merge,,,SRID=4326;POINT(-80.4556637747161 43.4455155667206)
25943,-92.86522671,44.02894202,joint,,,SRID=4326;POINT(-92.865226712164 44.0289420166842)
12051,-83.2360724,42.38470099,station,,,SRID=4326;POINT(-83.2360723982029 42.3847009861458)
22551,-115.9268091,49.639679,joint,,,SRID=4326;POINT(-115.926809115262 49.6396789960094)
5331,-90.27697856,29.97708328,substation,230000,,SRID=4326;POINT(-90.2769785603611 29.9770832847146)
30488,-85.1594334,38.63742226,joint,345000,60,SRID=4326;POINT(-85.1594334040803 38.6374222591144)
20030,-117.6887532,33.93979137,joint,500000,60,SRID=4326;POINT(-117.688753215098 33.9397913664458)
711,-112.0052249,41.15649803,station,,,SRID=4326;POINT(-112.005224879026 41.1564980290802)
21372,-99.1697993,20.02096446,joint,230000,60,SRID=4326;POINT(-99.1697992986782 20.0209644556693)
23666,-88.05234861,41.92166471,joint,138000;345000;138000,60,SRID=4326;POINT(-88.0523486062539 41.9216647059443)
13357,-102.8684382,49.08830946,sub_station,,,SRID=4326;POINT(-102.868438158584 49.0883094582757)
16269,-100.6342034,21.28295409,substation,,,SRID=4326;POINT(-100.634203397416 21.2829540870376)
1698,-114.9091727,36.42933868,substation,,,SRID=4326;POINT(-114.909172737793 36.4293386845485)
29288,-97.90355115,22.49670675,merge,,,SRID=4326;POINT(-97.9035511528192 22.4967067480525)
14697,-95.12901904,29.69238175,substation,138000;12000,60,SRID=4326;POINT(-95.1290190402046 29.692381754385)
17880,-65.15142684,45.92564822,sub_station,,,SRID=4326;POINT(-65.1514268374486 45.9256482170516)
5389,-73.85029137,42.27105454,substation,345000,60,SRID=4326;POINT(-73.8502913699606 42.2710545406599)
16039,-80.32652322,25.80581634,substation,230000;24000,60,SRID=4326;POINT(-80.326523223941 25.8058163396041)
