v_id,lng,lat,type,voltage,frequency,wkt_srid_4326
610,-97.78986103,32.29777322,station,,,SRID=4326;POINT(-97.7898610307501 32.2977732202401)
6079,-78.69965387,42.90898637,sub_station,,,SRID=4326;POINT(-78.6996538742035 42.9089863731225)
18676,-83.18113588,37.03100596,joint,,,SRID=4326;POINT(-83.1811358820868 37.0310059609402)
4918,-108.270965,36.28472893,substation,,,SRID=4326;POINT(-108.270965016444 36.2847289296123)
7878,-79.68950176,43.67890725,substation,,,SRID=4326;POINT(-79.6895017617879 43.678907252197)
8383,-96.52712765,33.32156752,sub_station,,,SRID=4326;POINT(-96.5271276487177 33.3215675162899)
10422,-104.0424724,36.32259687,station,,,SRID=4326;POINT(-104.04247241683 36.322596867016)
2499,-85.93075272,41.64698894,station,,,SRID=4326;POINT(-85.9307527206734 41.6469889388568)
7388,-85.19687168,31.08713423,sub_station,,,SRID=4326;POINT(-85.1968716796853 31.0871342277452)
20209,-63.59472972,44.69005546,joint,,,SRID=4326;POINT(-63.5947297238963 44.6900554638898)
5409,-71.47942234,41.68327785,substation,345000;115000,,SRID=4326;POINT(-71.4794223438195 41.6832778499188)
19092,-123.4552757,48.49042458,joint,,,SRID=4326;POINT(-123.455275729939 48.4904245783766)
23671,-115.0075666,48.17141202,joint,230000,60,SRID=4326;POINT(-115.007566588452 48.1714120160441)
5732,-92.92134698,45.67155194,station,,,SRID=4326;POINT(-92.9213469769036 45.6715519437308)
18218,-80.1039019,41.58380296,joint,,,SRID=4326;POINT(-80.10390189944 41.5838029587488)
11195,-105.2500828,38.43480918,plant,,,SRID=4326;POINT(-105.250082810674 38.4348091803089)
21754,-94.60136329,56.3803183,joint,,,SRID=4326;POINT(-94.6013632918659 56.3803182996542)
7368,-93.99381933,32.58537544,substation,345000;138000,60,SRID=4326;POINT(-93.9938193292068 32.5853754420198)
25314,-89.64565934,44.86178229,joint,,,SRID=4326;POINT(-89.6456593439879 44.8617822947026)
4733,-98.09007637,46.04450366,sub_station,,,SRID=4326;POINT(-98.0900763716293 46.0445036581606)
7536,-81.70189089,29.86768521,sub_station,,,SRID=4326;POINT(-81.7018908859882 29.8676852108831)
3759,-96.10433033,41.52489041,station,,,SRID=4326;POINT(-96.104330333019 41.524890410919)
28750,-99.18158612,34.08400436,merge,,,SRID=4326;POINT(-99.1815861165891 34.0840043612643)
20451,-93.2489243,44.80647758,joint,115000;110000;345000,,SRID=4326;POINT(-93.248924299133 44.8064775806763)
23584,-77.42180303,34.77048249,joint,230000,,SRID=4326;POINT(-77.4218030336227 34.7704824908515)
18677,-83.1256739,37.04781099,joint,,,SRID=4326;POINT(-83.1256738964453 37.0478109928541)
3715,-70.9339159,46.78704695,substation,,,SRID=4326;POINT(-70.9339158977691 46.7870469522091)
28619,-97.8954308,47.12442787,merge,,,SRID=4326;POINT(-97.8954307989221 47.1244278658836)
5651,-67.36009237,49.40944241,substation,,,SRID=4326;POINT(-67.3600923702829 49.4094424119251)
20466,-121.9365249,40.81106371,joint,230000,,SRID=4326;POINT(-121.936524891292 40.8110637102498)
21693,-96.5588064,40.9013785,joint,115000;345000;345000;115000,60,SRID=4326;POINT(-96.5588063995123 40.901378499955)
9950,-80.3930659,33.91249677,station,,,SRID=4326;POINT(-80.3930659011823 33.9124967654624)
2964,-74.18583218,40.02999696,station,,,SRID=4326;POINT(-74.1858321818851 40.029996961658)
18634,-88.46201388,37.04533201,joint,,,SRID=4326;POINT(-88.4620138829725 37.0453320109298)
28155,-76.42112096,36.87536357,merge,,,SRID=4326;POINT(-76.4211209580474 36.8753635728816)
270,-111.7748875,33.32058482,substation,,,SRID=4326;POINT(-111.774887538324 33.3205848180778)
23132,-84.02340761,34.12633232,joint,230000,,SRID=4326;POINT(-84.0234076112498 34.1263323151133)
269,-111.7028355,33.29078737,substation,,,SRID=4326;POINT(-111.702835522208 33.2907873717227)
4706,-108.0441514,35.79643988,station,,,SRID=4326;POINT(-108.044151412409 35.7964398760118)
8532,-95.57918745,32.44651288,sub_station,,,SRID=4326;POINT(-95.5791874496607 32.4465128817304)
10417,-111.5903242,32.92990088,substation,,,SRID=4326;POINT(-111.590324203812 32.9299008807018)
24831,-116.1151274,33.67319052,joint,161000,,SRID=4326;POINT(-116.115127439848 33.6731905183355)
18517,-82.38642195,37.12146298,joint,,,SRID=4326;POINT(-82.3864219522118 37.1214629774171)
22539,-77.74815217,36.03895068,joint,230000,60,SRID=4326;POINT(-77.7481521728535 36.0389506801533)
8546,-96.86935724,32.57475619,sub_station,,,SRID=4326;POINT(-96.8693572425519 32.5747561891893)
21376,-98.01569538,19.04722998,joint,,,SRID=4326;POINT(-98.0156953849388 19.047229981495)
4407,-111.4748485,28.82496193,station,,,SRID=4326;POINT(-111.474848451281 28.8249619295186)
22316,-76.96242553,42.94127,joint,,,SRID=4326;POINT(-76.9624255280701 42.9412699989492)
21392,-96.91560627,35.37639048,joint,,,SRID=4326;POINT(-96.9156062709181 35.3763904821524)
23378,-75.98647137,42.14974687,joint,345000,60,SRID=4326;POINT(-75.9864713692269 42.1497468726584)
18557,-79.753827,39.44580876,joint,,,SRID=4326;POINT(-79.7538269959142 39.4458087622608)
30777,-118.0921052,33.83204095,joint,220000;66000,60,SRID=4326;POINT(-118.092105232787 33.8320409548004)
7538,-123.9603714,49.66889993,station,,,SRID=4326;POINT(-123.960371402946 49.6688999281486)
19799,-77.27625422,39.1358288,joint,,,SRID=4326;POINT(-77.2762542183654 39.1358287980328)
15961,-122.5998052,45.69200387,substation,,,SRID=4326;POINT(-122.599805190284 45.6920038676782)
8004,-82.10914549,33.39494599,sub_station,,,SRID=4326;POINT(-82.1091454862485 33.3949459922857)
20165,-114.8169814,36.01952366,joint,,,SRID=4326;POINT(-114.816981365246 36.019523658554)
24784,-91.7823804,46.1504211,joint,,,SRID=4326;POINT(-91.7823804006959 46.150421096383)
18575,-81.66553894,37.58265799,joint,,,SRID=4326;POINT(-81.6655389385712 37.5826579942636)
29872,-78.85299426,36.17580938,joint,230000,60,SRID=4326;POINT(-78.8529942561409 36.1758093784413)
24770,-76.37002397,43.17796831,joint,,,SRID=4326;POINT(-76.3700239681091 43.1779683144193)
19105,-117.3135553,33.13520825,joint,,,SRID=4326;POINT(-117.313555307685 33.1352082541326)
11185,-85.85729172,36.89723334,station,,,SRID=4326;POINT(-85.8572917233156 36.8972333436147)
8899,-84.61064277,33.93255993,substation,,,SRID=4326;POINT(-84.6106427652492 33.9325599293823)
2988,-76.58828978,39.95878351,sub_station,,,SRID=4326;POINT(-76.5882897812845 39.9587835099759)
16850,-93.40162962,48.62041093,substation,,,SRID=4326;POINT(-93.401629624961 48.6204109341966)
5084,-65.93493704,45.42982506,sub_station,,,SRID=4326;POINT(-65.9349370421511 45.4298250577758)
21947,-90.1656504,29.87419452,joint,230000,60,SRID=4326;POINT(-90.1656504038419 29.8741945161072)
3464,-119.9506523,46.2936029,station,,,SRID=4326;POINT(-119.950652280482 46.293602900371)
25860,-111.9604241,33.66380341,joint,,,SRID=4326;POINT(-111.960424101698 33.6638034125358)
29839,-75.65454241,39.69657122,joint,,,SRID=4326;POINT(-75.6545424077044 39.6965712155653)
8315,-83.30571996,33.21158476,sub_station,,,SRID=4326;POINT(-83.3057199605021 33.2115847553823)
20897,-78.80243287,36.07093897,joint,230000,,SRID=4326;POINT(-78.8024328667703 36.070938967651)
21479,-75.80044069,41.37770681,joint,230000,60,SRID=4326;POINT(-75.8004406943431 41.3777068109772)
28311,-82.76006013,34.59288615,merge,,,SRID=4326;POINT(-82.7600601255606 34.5928861473902)
4922,-81.1826258,28.91954293,substation,230000;24000,60,SRID=4326;POINT(-81.1826258023338 28.9195429277712)
25818,-89.619193,42.31603391,joint,,,SRID=4326;POINT(-89.6191929994241 42.3160339052865)
29022,-80.80730154,33.50280114,merge,,,SRID=4326;POINT(-80.8073015421377 33.5028011431295)
16303,-96.11252365,41.53550479,station,,,SRID=4326;POINT(-96.112523653152 41.5355047890016)
2606,-114.7050671,32.72774975,substation,,,SRID=4326;POINT(-114.705067126097 32.7277497472833)
28733,-92.57435852,38.92384316,merge,,,SRID=4326;POINT(-92.5743585199774 38.9238431627861)
7938,-118.2298788,34.03762474,substation,230000,60,SRID=4326;POINT(-118.229878759086 34.0376247420353)
795,-73.38293596,45.61224815,station,,,SRID=4326;POINT(-73.3829359567553 45.6122481531028)
29897,-78.93000146,42.97249551,joint,,,SRID=4326;POINT(-78.9300014564441 42.9724955128165)
21819,-71.66901378,42.5310746,joint,115000,,SRID=4326;POINT(-71.6690137831827 42.5310746041928)
1392,-77.19670323,39.4767713,sub_station,,,SRID=4326;POINT(-77.1967032349779 39.4767713005873)
2655,-86.33503145,42.18905388,substation,,,SRID=4326;POINT(-86.3350314530366 42.1890538845641)
8510,-114.9246574,42.7669848,station,,,SRID=4326;POINT(-114.924657401832 42.7669848000821)
23505,-88.09707851,41.71377776,joint,345000;138000;138000,60,SRID=4326;POINT(-88.0970785090276 41.7137777598174)
9026,-87.53837031,44.28049611,station,,,SRID=4326;POINT(-87.5383703138199 44.2804961120677)
30831,-94.64686402,39.28275363,joint,,,SRID=4326;POINT(-94.6468640219372 39.2827536286997)
23102,-111.6704953,40.32492041,joint,,,SRID=4326;POINT(-111.6704952692 40.3249204124627)
12319,-84.97378543,42.26848376,station,,,SRID=4326;POINT(-84.973785431397 42.2684837593654)
28097,-91.44738939,44.80752411,merge,,,SRID=4326;POINT(-91.4473893900332 44.8075241100496)
19979,-76.11268431,44.71601251,joint,,,SRID=4326;POINT(-76.1126843073196 44.7160125137474)
21526,-121.9341177,37.37768575,joint,,,SRID=4326;POINT(-121.934117675826 37.377685753333)
8506,-114.9060664,42.86531633,station,,,SRID=4326;POINT(-114.906066412418 42.8653163342715)
24675,-84.45612087,42.21010941,joint,,,SRID=4326;POINT(-84.4561208733816 42.2101094052424)
6445,-84.62080745,38.07402189,sub_station,,,SRID=4326;POINT(-84.6208074513106 38.0740218879882)
19693,-111.9764299,41.2101087,joint,,,SRID=4326;POINT(-111.976429924105 41.2101087008443)
9256,-84.49510869,34.23943578,substation,,,SRID=4326;POINT(-84.4951086918721 34.2394357796161)
18735,-87.48054488,41.55212001,joint,,,SRID=4326;POINT(-87.4805448767686 41.5521200122571)
21325,-98.27182888,19.13494413,joint,,,SRID=4326;POINT(-98.2718288777963 19.1349441298533)
8348,-83.66469369,34.18240666,sub_station,,,SRID=4326;POINT(-83.6646936855182 34.1824066607927)
13315,-90.48843004,41.51382765,sub_station,,,SRID=4326;POINT(-90.4884300363547 41.5138276508011)
23155,-116.4333451,43.64826421,joint,230000;138000,60,SRID=4326;POINT(-116.433345118959 43.6482642083284)
28096,-81.98474725,33.4800615,merge,,,SRID=4326;POINT(-81.9847472540649 33.4800614956972)
9866,-76.83987129,35.14668214,station,,,SRID=4326;POINT(-76.839871289638 35.1466821355439)
16984,-95.64630664,40.35691553,substation,,,SRID=4326;POINT(-95.6463066351918 40.356915525942)
7133,-83.65270472,31.69400742,sub_station,,,SRID=4326;POINT(-83.6527047241404 31.6940074245534)
23108,-97.19059154,33.05402729,joint,345000,60,SRID=4326;POINT(-97.1905915388336 33.0540272887722)
18195,-120.7790158,35.33292121,joint,230000,60,SRID=4326;POINT(-120.779015823637 35.3329212081231)
2984,-76.37283235,40.14295926,sub_station,,,SRID=4326;POINT(-76.3728323542451 40.142959256997)
25848,-110.3083691,31.56920818,joint,,,SRID=4326;POINT(-110.308369113938 31.56920817855)
19739,-79.10006341,44.42619557,joint,,,SRID=4326;POINT(-79.100063405357 44.4261955717797)
18001,-81.34976459,42.74175436,sub_station,,,SRID=4326;POINT(-81.3497645872019 42.741754357297)
4362,-75.92781996,41.21155062,sub_station,,,SRID=4326;POINT(-75.927819964667 41.2115506175575)
25117,-120.3121192,50.66274466,joint,,,SRID=4326;POINT(-120.312119239493 50.6627446630032)
410,-112.0288827,40.71641969,sub_station,,,SRID=4326;POINT(-112.028882681704 40.7164196901124)
5672,-105.0453343,40.38940166,station,,,SRID=4326;POINT(-105.045334334646 40.38940166381)
2351,-81.65993846,41.43171297,station,,,SRID=4326;POINT(-81.6599384559337 41.4317129653451)
15678,-85.53870059,42.96146665,substation,,,SRID=4326;POINT(-85.5387005866003 42.9614666541006)
26133,-92.91198878,17.83443279,joint,230000,60,SRID=4326;POINT(-92.9119887837734 17.8344327942632)
8475,-84.13134061,31.17235297,sub_station,,,SRID=4326;POINT(-84.1313406132616 31.1723529718826)
30180,-79.80929193,43.32731317,joint,220000,,SRID=4326;POINT(-79.8092919289914 43.3273131674126)
31002,-123.0254322,42.46601221,joint,230000,60,SRID=4326;POINT(-123.025432178434 42.4660122080754)
19922,-79.97763713,43.08903496,joint,,,SRID=4326;POINT(-79.9776371285554 43.0890349619591)
7061,-78.99735548,35.32417495,substation,,,SRID=4326;POINT(-78.9973554751092 35.324174954676)
10365,-92.7136515,31.3958799,station,,,SRID=4326;POINT(-92.7136515004893 31.3958799012803)
1532,-76.49799371,38.46156015,sub_station,,,SRID=4326;POINT(-76.4979937135579 38.4615601546928)
6969,-80.59827571,36.48065462,sub_station,,,SRID=4326;POINT(-80.5982757057808 36.4806546234826)
31267,-80.37402243,35.71371477,joint,,,SRID=4326;POINT(-80.3740224250772 35.713714767487)
19453,-88.94594172,42.29327376,joint,138000;345000;345000;138000,60,SRID=4326;POINT(-88.9459417164194 42.2932737555752)
18092,-85.20834494,31.623054,joint,,,SRID=4326;POINT(-85.2083449394753 31.6230540007877)
10356,-92.45607999,31.06087435,station,,,SRID=4326;POINT(-92.4560799941954 31.0608743511623)
21381,-65.99085127,46.12588301,joint,230000,,SRID=4326;POINT(-65.9908512664871 46.1258830102223)
12351,-93.40709399,44.09512951,station,,,SRID=4326;POINT(-93.4070939949745 44.0951295074186)
25607,-75.34209239,40.62961779,joint,,,SRID=4326;POINT(-75.3420923886114 40.6296177920218)
15791,-104.4150066,32.62322412,substation,,,SRID=4326;POINT(-104.415006636936 32.6232241155061)
25058,-96.72158337,43.57294487,joint,,,SRID=4326;POINT(-96.721583374783 43.5729448742801)
2714,-121.7487405,38.01134188,sub_station,,,SRID=4326;POINT(-121.748740484376 38.0113418849536)
26453,-94.01795234,29.990551,joint,230000,60,SRID=4326;POINT(-94.017952340763 29.990550996336)
1555,-79.97239263,43.05136218,sub_station,,,SRID=4326;POINT(-79.9723926295252 43.0513621794575)
17651,-71.3187264,45.93771112,substation,,60,SRID=4326;POINT(-71.3187263987231 45.9377111175695)
11889,-91.28423537,46.20893339,sub_station,,,SRID=4326;POINT(-91.2842353656431 46.2089333947456)
21425,-73.15948682,45.9961426,joint,,,SRID=4326;POINT(-73.1594868244951 45.996142595328)
16443,-85.84316391,30.6764291,substation,230000,60,SRID=4326;POINT(-85.8431639140899 30.6764290969674)
5649,-67.42566718,48.45671453,substation,,,SRID=4326;POINT(-67.4256671822858 48.4567145315477)
3402,-100.6986158,28.48163172,station,,,SRID=4326;POINT(-100.698615805758 28.4816317230726)
16627,-82.5942714,29.66964054,substation,230000,60,SRID=4326;POINT(-82.5942714027898 29.6696405390732)
6169,-77.3227739,43.22856442,substation,,,SRID=4326;POINT(-77.3227738958652 43.2285644244217)
309,-118.3916162,34.24327457,station,,,SRID=4326;POINT(-118.39161622704 34.2432745656649)
6174,-76.26267236,43.10483196,substation,,,SRID=4326;POINT(-76.2626723640295 43.1048319645108)
6334,-112.1964478,32.99734146,substation,,,SRID=4326;POINT(-112.196447764008 32.9973414648593)
9373,-76.78691516,42.05963821,sub_station,,,SRID=4326;POINT(-76.7869151564983 42.059638213767)
6736,-101.1888778,48.21792505,sub_station,,,SRID=4326;POINT(-101.188877758199 48.2179250530747)
14118,-82.75857261,38.36335721,sub_station,,,SRID=4326;POINT(-82.758572606406 38.363357206569)
30167,-81.5572936,46.35855318,joint,,,SRID=4326;POINT(-81.5572936036526 46.3585531773178)
23058,-90.8618849,38.54017542,joint,345000,60,SRID=4326;POINT(-90.8618849037277 38.5401754179566)
19044,-87.87570443,43.69906479,joint,345000;138000;138000;345000,60,SRID=4326;POINT(-87.8757044277738 43.6990647853386)
5229,-90.30773731,32.33117648,station,,,SRID=4326;POINT(-90.3077373077188 32.3311764771572)
14808,-93.99878865,29.88717247,substation,230000;69000,60,SRID=4326;POINT(-93.9987886475921 29.8871724695135)
312,-98.22228974,19.16361495,station,,,SRID=4326;POINT(-98.2222897385401 19.1636149511088)
30122,-89.07842145,36.05019938,joint,500000;161000;500000;500000;500000,,SRID=4326;POINT(-89.0784214486669 36.0501993784626)
20301,-122.2063591,45.38792362,joint,230000,60,SRID=4326;POINT(-122.206359129537 45.3879236200437)
6048,-78.94337824,36.12470096,substation,,,SRID=4326;POINT(-78.9433782436671 36.1247009614619)
15782,-80.56273965,34.99287758,substation,,,SRID=4326;POINT(-80.5627396461754 34.9928775790902)
7421,-79.75998666,42.19656907,sub_station,,,SRID=4326;POINT(-79.7599866634564 42.1965690698999)
22270,-78.83734113,42.82524646,joint,,,SRID=4326;POINT(-78.8373411292166 42.8252464578796)
23983,-90.14294315,29.88937327,joint,115000;230000;115000,60,SRID=4326;POINT(-90.142943149416 29.8893732698194)
1846,-92.3156563,34.69398328,station,,,SRID=4326;POINT(-92.3156563033225 34.6939832765993)
8220,-110.1439711,40.25448171,station,,,SRID=4326;POINT(-110.143971079416 40.2544817106182)
28836,-111.6698778,40.32385133,merge,,,SRID=4326;POINT(-111.669877788932 40.3238513329193)
19257,-122.4991331,38.00656727,joint,,,SRID=4326;POINT(-122.499133106203 38.0065672741815)
5957,-81.37445432,37.37100957,substation,,,SRID=4326;POINT(-81.3744543211885 37.3710095665233)
924,-100.8157475,46.81441721,sub_station,,,SRID=4326;POINT(-100.81574746993 46.8144172107773)
14102,-98.32543321,38.05229321,sub_station,,60,SRID=4326;POINT(-98.325433212371 38.0522932127324)
14776,-93.87923463,30.02442909,substation,230000;138000,60,SRID=4326;POINT(-93.8792346347842 30.0244290854214)
1514,-79.0722478,36.48093073,substation,,,SRID=4326;POINT(-79.0722477998288 36.4809307273553)
31010,-78.06049927,35.30524238,joint,230000,60,SRID=4326;POINT(-78.0604992706698 35.3052423837753)
30135,-82.4314813,42.79699974,joint,,,SRID=4326;POINT(-82.4314813047847 42.7969997421522)
31011,-92.62321504,38.20414817,joint,,,SRID=4326;POINT(-92.6232150435794 38.20414816575)
3779,-111.4466975,35.83267701,substation,,,SRID=4326;POINT(-111.446697484418 35.8326770123961)
326,-78.81706651,35.92684897,station,,,SRID=4326;POINT(-78.817066509703 35.9268489688908)
11532,-83.26609843,42.70370087,substation,,,SRID=4326;POINT(-83.266098432792 42.7037008720018)
3865,-123.10606,48.04237813,station,,,SRID=4326;POINT(-123.106060015341 48.0423781290998)
9887,-79.16912087,34.92991718,substation,,,SRID=4326;POINT(-79.1691208724374 34.9299171779959)
7445,-117.1054345,38.70708837,sub_station,,,SRID=4326;POINT(-117.105434461761 38.7070883663004)
17983,-82.5843827,34.8279088,station,,,SRID=4326;POINT(-82.5843827032265 34.8279087990098)
24979,-122.1585434,47.94300867,joint,230000;115000,,SRID=4326;POINT(-122.158543423931 47.943008670565)
7074,-104.8000932,37.61844383,sub_station,,,SRID=4326;POINT(-104.800093236074 37.618443825795)
10255,-91.2380214,30.32162723,station,,,SRID=4326;POINT(-91.238021403622 30.3216272301942)
87,-116.8836927,32.51501393,station,,,SRID=4326;POINT(-116.883692670935 32.5150139343475)
21082,-112.2878363,33.70433651,joint,230000,60,SRID=4326;POINT(-112.287836307236 33.7043365122051)
9666,-114.251441,48.02979976,station,,,SRID=4326;POINT(-114.251440997733 48.0297997598355)
24723,-83.00797142,42.72110426,joint,,60,SRID=4326;POINT(-83.0079714176913 42.7211042627123)
29977,-79.64956661,43.59764145,joint,230000,,SRID=4326;POINT(-79.6495666107351 43.5976414453508)
23784,-76.8675876,35.29441511,joint,230000,60,SRID=4326;POINT(-76.8675875987482 35.2944151122188)
15371,-111.4428482,33.07094331,substation,,,SRID=4326;POINT(-111.442848195222 33.0709433119749)
6043,-78.85213049,42.81833803,sub_station,,,SRID=4326;POINT(-78.8521304850836 42.8183380258757)
25130,-95.92414414,43.64500021,joint,,,SRID=4326;POINT(-95.9241441359991 43.6450002114988)
16506,-80.16615681,26.15940437,substation,138000,60,SRID=4326;POINT(-80.1661568105128 26.1594043719553)
1669,-87.99573263,41.98022103,station,,,SRID=4326;POINT(-87.9957326320361 41.9802210255899)
19533,-77.56198091,38.78836371,joint,,,SRID=4326;POINT(-77.5619809116277 38.7883637142595)
28848,-97.48547242,32.39327808,merge,,,SRID=4326;POINT(-97.4854724198543 32.3932780814697)
9235,-87.38087701,40.57896474,station,,,SRID=4326;POINT(-87.3808770115571 40.5789647442314)
957,-105.2106754,40.6658005,sub_station,,,SRID=4326;POINT(-105.210675398837 40.6658005000738)
3301,-72.00505972,45.83843165,substation,,,SRID=4326;POINT(-72.0050597186878 45.8384316545155)
24718,-83.70766039,42.30987778,joint,,,SRID=4326;POINT(-83.7076603890022 42.3098777751351)
6161,-122.4251203,40.67898742,station,,,SRID=4326;POINT(-122.425120274817 40.6789874204598)
8468,-96.70032791,33.06009456,substation,345000;138000;26400;12000,60,SRID=4326;POINT(-96.7003279123334 33.0600945591255)
26964,-113.0622152,53.82520569,joint,240000,60,SRID=4326;POINT(-113.062215163856 53.825205687942)
30353,-71.0593867,42.67231473,joint,115000;345000;115000;115000;345000;345000;345000;345000;345000;345000;345000;345000,,SRID=4326;POINT(-71.0593866957716 42.6723147264072)
12002,-83.03767704,42.57111406,station,,,SRID=4326;POINT(-83.0376770422538 42.5711140608851)
20105,-77.43759497,37.18007778,joint,,,SRID=4326;POINT(-77.4375949671599 37.1800777817251)
22775,-97.25258383,35.61131466,joint,345000;138000,60,SRID=4326;POINT(-97.252583827433 35.6113146573356)
11147,-91.37325197,44.8011883,sub_station,,,SRID=4326;POINT(-91.3732519666811 44.8011883010148)
6668,-78.99692722,34.59027064,sub_station,,,SRID=4326;POINT(-78.9969272233655 34.5902706377851)
12048,-96.70702221,34.77029739,sub_station,,,SRID=4326;POINT(-96.7070222055272 34.7702973917471)
8454,-100.4873528,32.24206111,sub_station,,,SRID=4326;POINT(-100.487352779118 32.242061106849)
7809,-79.03108177,40.40663576,sub_station,,,SRID=4326;POINT(-79.0310817673303 40.4066357623926)
25436,-52.85408663,47.53324072,joint,,,SRID=4326;POINT(-52.8540866300434 47.533240717739)
19237,-121.4788879,38.71517467,joint,230000,,SRID=4326;POINT(-121.478887871603 38.7151746713384)
3723,-90.30627036,41.72651906,station,,,SRID=4326;POINT(-90.3062703567472 41.7265190631724)
68,-101.8419634,47.36440283,sub_station,,,SRID=4326;POINT(-101.841963386544 47.3644028309128)
7531,-99.36797332,36.31160741,sub_station,,,SRID=4326;POINT(-99.3679733214648 36.311607409582)
22168,-78.50136987,43.14630336,joint,,,SRID=4326;POINT(-78.501369865483 43.1463033640274)
29392,-81.76629372,26.64276412,merge,,,SRID=4326;POINT(-81.7662937200189 26.6427641187919)
20941,-66.86706862,45.9637802,joint,,,SRID=4326;POINT(-66.867068623438 45.9637801970149)
1247,-110.917145,29.10877726,substation,,,SRID=4326;POINT(-110.917145007729 29.1087772604231)
2469,-86.82670581,41.71493534,station,,,SRID=4326;POINT(-86.8267058130588 41.7149353363355)
2172,-85.22946878,35.10112974,sub_station,,,SRID=4326;POINT(-85.2294687847026 35.1011297407225)
3371,-72.55594992,46.33861593,substation,,,SRID=4326;POINT(-72.5559499159135 46.3386159303337)
12483,-70.73464641,43.42910555,sub_station,,,SRID=4326;POINT(-70.7346464117656 43.429105554635)
18635,-88.24234795,37.01412189,joint,,,SRID=4326;POINT(-88.2423479482315 37.0141218940252)
14128,-95.59147875,29.5625495,substation,,,SRID=4326;POINT(-95.5914787524592 29.5625494976259)
12096,-93.15638372,44.64131389,substation,,,SRID=4326;POINT(-93.1563837213822 44.6413138935559)
30179,-117.308455,33.14017216,joint,,,SRID=4326;POINT(-117.308455031039 33.1401721585941)
10966,-89.17824662,31.66043393,sub_station,,,SRID=4326;POINT(-89.1782466162669 31.6604339322664)
17362,-91.3416613,37.94551228,substation,,,SRID=4326;POINT(-91.3416612990991 37.9455122804026)
13794,-81.08974208,48.54684441,substation,,,SRID=4326;POINT(-81.0897420765944 48.5468444074703)
8554,-96.97121362,32.92863952,sub_station,,,SRID=4326;POINT(-96.9712136152535 32.9286395240557)
6573,-97.87514931,38.09034459,substation,,60,SRID=4326;POINT(-97.8751493070092 38.0903445932532)
30186,-81.64134176,50.1820094,joint,230000,60,SRID=4326;POINT(-81.6413417554146 50.1820094027824)
26161,-111.8856266,33.29147868,joint,,,SRID=4326;POINT(-111.885626598218 33.2914786787063)
3571,-112.5587366,42.89269037,station,,,SRID=4326;POINT(-112.558736596229 42.892690366616)
2247,-84.53165788,39.30833347,sub_station,,,SRID=4326;POINT(-84.5316578821957 39.3083334730293)
18972,-78.94998124,42.084488,joint,,,SRID=4326;POINT(-78.9499812420185 42.0844879963437)
17745,-81.32018863,46.4323292,sub_station,,,SRID=4326;POINT(-81.3201886344507 46.4323292046923)
21953,-72.18852721,41.43326699,joint,345000,,SRID=4326;POINT(-72.1885272088001 41.4332669871006)
28614,-77.24647486,42.96631587,merge,,,SRID=4326;POINT(-77.2464748638712 42.9663158663437)
21903,-81.28001076,42.89567622,joint,230000,,SRID=4326;POINT(-81.2800107647162 42.8956762159837)
5678,-80.45322004,25.72914749,substation,230000;24000,60,SRID=4326;POINT(-80.4532200392646 25.7291474859107)
9689,-122.8101645,38.82897467,station,,,SRID=4326;POINT(-122.810164483405 38.8289746718919)
6522,-81.32757437,28.79251511,sub_station,,,SRID=4326;POINT(-81.3275743726442 28.7925151121616)
534,-109.4255711,40.91280452,sub_station,,,SRID=4326;POINT(-109.425571084672 40.9128045188059)
1167,-122.3804315,45.58220031,substation,,,SRID=4326;POINT(-122.380431515586 45.5822003084389)
12136,-122.4988324,37.86352296,substation,,,SRID=4326;POINT(-122.49883235561 37.8635229572992)
28589,-84.33100592,37.77576093,merge,,,SRID=4326;POINT(-84.3310059221479 37.7757609289352)
4224,-96.96450194,35.36955154,sub_station,,,SRID=4326;POINT(-96.9645019429932 35.3695515357544)
28832,-98.42964328,33.88655768,merge,,,SRID=4326;POINT(-98.4296432790265 33.8865576795102)
26777,-111.8881279,33.40736601,joint,,60,SRID=4326;POINT(-111.888127867295 33.4073660081734)
17868,-79.82213184,43.1857484,sub_station,,,SRID=4326;POINT(-79.8221318358466 43.1857484012292)
5972,-78.13879639,42.99000999,sub_station,,,SRID=4326;POINT(-78.1387963854935 42.9900099937446)
22341,-82.46027425,36.45124812,joint,500000;161000,,SRID=4326;POINT(-82.4602742483499 36.451248123679)
6425,-84.53804824,37.04628704,sub_station,,,SRID=4326;POINT(-84.5380482445229 37.0462870386654)
16130,-81.76884434,26.62601813,substation,230000;24000,60,SRID=4326;POINT(-81.7688443356498 26.6260181257541)
2744,-121.9356244,40.80800058,station,,,SRID=4326;POINT(-121.935624383581 40.8080005835197)
11662,-95.92718802,40.00141572,station,,,SRID=4326;POINT(-95.9271880193168 40.0014157159283)
30188,-79.1716751,43.81143157,joint,230000,,SRID=4326;POINT(-79.1716750952886 43.8114315687459)
19926,-79.97780978,43.08840169,joint,500000,,SRID=4326;POINT(-79.977809784753 43.0884016896573)
2697,-83.45943731,41.66594432,sub_station,,,SRID=4326;POINT(-83.4594373085695 41.6659443239606)
10830,-96.65611141,36.76393517,sub_station,,60,SRID=4326;POINT(-96.6561114068172 36.7639351656159)
22890,-119.2176838,34.3332015,joint,,,SRID=4326;POINT(-119.217683762545 34.3332014997519)
21926,-90.89168418,30.5675222,joint,500000;230000,60,SRID=4326;POINT(-90.8916841776586 30.5675221950053)
