l_id,v_id_1,v_id_2,voltage,cables,wires,frequency,wkt_srid_4326
759,3894,29961,500000,,,,"SRID=4326;LINESTRING(-88.3942477232221 37.0246763943438,-88.3933866679523 37.0175005685824)"
29505,23549,5898,,,,,"SRID=4326;LINESTRING(-77.6645473168334 43.1502315612127,-77.6531506343997 43.178760706581)"
33842,2300,10512,345000,3;6,,60,"SRID=4326;LINESTRING(-73.8348673418681 41.568105802383,-73.8295119014257 41.5397843676332)"
10344,902,21259,345000,,,,"SRID=4326;LINESTRING(-93.0387433445733 45.0345087413204,-93.1161849208381 45.033952899389)"
8177,29422,29423,230000,6,,60,"SRID=4326;LINESTRING(-91.8690806004977 17.7586132070595,-91.7338991176614 17.9388392602201)"
15321,5765,23475,345000;138000;345000,6;3,,60,"SRID=4326;LINESTRING(-90.5295085743291 38.822213592282,-90.505637226727 38.8246536159501)"
21398,14491,26249,400000,3,,60,"SRID=4326;LINESTRING(-100.144637429433 25.8486894824216,-100.174622975133 25.8058916680715)"
27046,1958,20148,,,,,"SRID=4326;LINESTRING(-77.2826273275706 37.2899233047269,-77.2805627181311 37.2924180540428)"
42290,2841,2842,230000,,,,"SRID=4326;LINESTRING(-74.2175858743701 40.8672382193606,-74.2214659740731 40.8683711805788)"
961,13457,30050,,,,,"SRID=4326;LINESTRING(-91.5991487254266 48.7486566311637,-91.6018187830475 48.7491660407081)"
14725,8515,23180,345000,3,,60,"SRID=4326;LINESTRING(-102.495507654015 31.8130369189115,-102.497798082719 31.8213147654698)"
41949,690,2506,,,,,"SRID=4326;LINESTRING(-75.299342133254 40.1039157272675,-75.3584507970837 40.1144123074636)"
16108,9912,23794,230000,3,,60,"SRID=4326;LINESTRING(-79.8936743795605 33.2733010234615,-79.9868496212886 33.245109005946)"
17933,29396,24631,,,,,"SRID=4326;LINESTRING(-94.5257764812235 39.1326636815471,-94.4939407738973 39.1201069215096)"
23797,19576,27397,230000,3,,60,"SRID=4326;LINESTRING(-80.2221085127314 26.5420622110261,-80.2221199213355 26.5445264623949)"
36643,26065,14052,345000,3,,60,"SRID=4326;LINESTRING(-89.4559082065233 41.8483615843573,-89.4954671534042 41.8423629486812)"
36765,4882,14181,,,,,"SRID=4326;LINESTRING(-112.294982354339 33.4927355042545,-112.273200871804 33.5221345812205)"
36641,14050,14051,,,,,"SRID=4326;LINESTRING(-89.0273093182244 41.825115591699,-88.9994536694751 41.8260830429376)"
24167,29235,27562,345000;115000;345000;345000;345000,3;6;6;3,,60,"SRID=4326;LINESTRING(-71.0667500040866 42.3908473482044,-71.0661190922194 42.389496580235)"
31092,25206,7641,345000;230000,3,1,,"SRID=4326;LINESTRING(-121.470042071169 47.3899386149328,-120.968977543887 47.2021851731331)"
12190,5633,22063,345000,6,,,"SRID=4326;LINESTRING(-69.6954381311289 43.9535873418241,-69.7085986892503 43.9937382873677)"
14981,8889,23314,230000,3,,60,"SRID=4326;LINESTRING(-101.863032521699 35.9667393002984,-101.864114803202 35.9581288875887)"
40722,649,1246,230000,3,,60,"SRID=4326;LINESTRING(-119.782646891876 46.620499441875,-119.588248972297 46.580329198878)"
8682,2783,20476,230000,6,,,"SRID=4326;LINESTRING(-104.782691011674 39.5094808382934,-104.81195814727 39.5078239802149)"
40990,1511,1503,230000,6;3;3,1,,"SRID=4326;LINESTRING(-76.4849936848419 38.2811662275893,-76.5417082214412 38.2915206123387)"
24182,16793,27571,230000,3,,60,"SRID=4326;LINESTRING(-99.5243417037751 17.5735674445487,-99.5892402219817 17.9235879206488)"
23875,12338,27431,230000,3,,60,"SRID=4326;LINESTRING(-100.43836758978 20.6425466324478,-100.284927647859 20.6026586514136)"
16126,9910,23804,230000;115000;230000,6;3,,60,"SRID=4326;LINESTRING(-79.0595507366135 33.8600255035453,-79.0841024987149 33.8132242956126)"
39334,5023,16784,345000;115000;345000,3,,60,"SRID=4326;LINESTRING(-72.4684024533175 42.6111729215815,-72.7911579831477 42.5376368266157)"
35417,12656,12659,,,,,"SRID=4326;LINESTRING(-100.451898640341 48.1085464696401,-100.456501106055 47.931131631352)"
5091,10911,28277,230000,6,,,"SRID=4326;LINESTRING(-88.2672352725289 20.6979619418787,-87.9244630449689 20.6613964808841)"
6059,18734,28628,,,,,"SRID=4326;LINESTRING(-85.4297608822213 38.7387230215029,-85.4177382124192 38.7387353275259)"
3382,28093,31057,,,,,"SRID=4326;LINESTRING(-60.0410020638871 46.2358139984834,-60.1039613833721 46.2197101088017)"
16060,9840,23774,,3,,60,"SRID=4326;LINESTRING(-79.1435916105859 34.2460845809602,-78.9948454429272 34.2696380630045)"
40281,11836,802,500000,3,3,60,"SRID=4326;LINESTRING(-77.3750014932107 38.767520938664,-77.288742922831 38.7236183934403)"
21089,14132,26107,,,,,"SRID=4326;LINESTRING(-111.83460267175 33.2762588729372,-111.836833705246 33.276497100034)"
15806,7234,23662,230000,3,,60,"SRID=4326;LINESTRING(-87.0630236292951 33.2197742788584,-86.9883602682193 33.3187025198083)"
35980,25633,13351,240000,3;6,,,"SRID=4326;LINESTRING(-114.298914676394 52.2678223925957,-114.289660293903 52.2599910502388)"
15744,9572,23634,,,,,"SRID=4326;LINESTRING(-91.990508908615 43.5541530721938,-92.0199792237908 43.5585919711009)"
30943,7193,7494,,,,,"SRID=4326;LINESTRING(-82.4601378220615 42.9263013344719,-82.4628954594797 42.928745355439)"
25859,988,19580,345000;138000;138000;345000,6;3;3,,60,"SRID=4326;LINESTRING(-88.1483195470058 43.272654210378,-88.1517647095898 43.128037169682)"
10012,3815,21094,230000,6,,,"SRID=4326;LINESTRING(-104.62823543834 38.7959162438208,-104.627299020162 38.9361222574391)"
33309,9917,9919,,3;6,,60,"SRID=4326;LINESTRING(-80.0852406472277 32.9380526795841,-80.0787623701169 32.9265209928981)"
33863,24101,10540,230000,3;6;6,,60,"SRID=4326;LINESTRING(-91.1760633081632 30.4759605016721,-91.1888084526144 30.4817040048543)"
15478,9322,23546,345000,6,2,60,"SRID=4326;LINESTRING(-85.9152827089551 39.7935101108014,-85.878842526808 39.7910254160604)"
1777,20619,30385,230000,3;6;3;3,,,"SRID=4326;LINESTRING(-117.118173440188 33.1213167795109,-117.118550087737 33.1106944181149)"
6649,6569,28817,230000,3,,60,"SRID=4326;LINESTRING(-97.8713116934443 38.094863375344,-98.8721079815012 38.4066077691398)"
33287,998,9900,,,,,"SRID=4326;LINESTRING(-78.9620869079793 33.7656404044149,-78.9156075917461 33.7753207837901)"
21017,14077,26077,,,,,"SRID=4326;LINESTRING(-88.5825829880082 44.7716560580524,-88.5543434465266 44.7610898970582)"
10571,18369,18391,500000,,,,"SRID=4326;LINESTRING(-88.5682068768118 33.6791083138187,-88.3554827632603 33.650708663621)"
668,1998,29924,500000,3,,60,"SRID=4326;LINESTRING(-77.405945367809 37.0853552804314,-77.4043650277509 37.0837018334998)"
5288,23210,28403,345000,3,,60,"SRID=4326;LINESTRING(-96.4420192142014 31.4026040845733,-96.4843071837949 31.1853757903425)"
775,22635,29969,230000,6,,,"SRID=4326;LINESTRING(-79.1802616701567 43.1005245057144,-79.1951434673665 43.0963988357601)"
6396,17150,28733,,,,,"SRID=4326;LINESTRING(-92.7350660042169 38.9575271993307,-92.5743585199774 38.9238431627861)"
14076,22879,22881,230000,3,,60,"SRID=4326;LINESTRING(-102.409732013334 34.1626227005614,-102.409739469351 34.1631723753015)"
41502,3782,2058,500000,3,,,"SRID=4326;LINESTRING(-112.5002848491 33.4122281237394,-113.717963454933 35.2508034257945)"
36268,28446,13648,,3,,,"SRID=4326;LINESTRING(-110.982780117678 32.6012822871894,-111.422191496692 33.0076902581715)"
15457,17137,18797,,,,,"SRID=4326;LINESTRING(-92.2387399487389 38.7859923869918,-92.3836708802248 38.847205754276)"
35444,28536,12683,,,,,"SRID=4326;LINESTRING(-98.8246100662848 48.0866658803135,-98.617335843588 48.0795254761451)"
5230,11000,28374,,3,,,"SRID=4326;LINESTRING(-122.757690662312 43.915492153544,-122.484673976381 43.7510291286811)"
13187,29126,22469,345000,6,,60,"SRID=4326;LINESTRING(-87.7220570779169 41.8295317566025,-87.7831263003807 41.8085124073271)"
4259,900,29498,230000,3,,60,"SRID=4326;LINESTRING(-80.1426478815111 26.0602035725241,-80.1979364494897 26.0700910009362)"
507,21928,29856,230000,3;6,,60,"SRID=4326;LINESTRING(-90.896700010879 30.4905055819333,-91.0082344291273 30.4774156267357)"
31355,7869,7910,220000,3,,60,"SRID=4326;LINESTRING(-119.242972978265 37.2039906483085,-119.306927642738 37.2001603439856)"
1102,21256,30106,230000,,,,"SRID=4326;LINESTRING(-77.503510198605 38.8550980908085,-77.5064118805545 38.8569194904629)"
508,10251,29856,230000,3;6,,60,"SRID=4326;LINESTRING(-91.0323877172304 30.4748972747035,-91.0082344291273 30.4774156267357)"
1355,21320,30207,400000,6;3;3;3,,60,"SRID=4326;LINESTRING(-98.2393102238373 19.1261226022666,-98.2396454154909 19.1264030310066)"
18566,8927,24905,,,,,"SRID=4326;LINESTRING(-85.8088415902084 42.9695699602585,-85.808624544815 42.9660092600863)"
9891,21025,21023,,,,,"SRID=4326;LINESTRING(-122.741607804997 53.8425932889417,-122.748596697908 53.8718357065827)"
36627,14040,14041,,,,,"SRID=4326;LINESTRING(-91.8292865663461 46.1070206778314,-91.8201897587867 46.1106470093884)"
23466,27216,27248,230000,3,,60,"SRID=4326;LINESTRING(-101.752679331196 21.1136490208027,-101.682403048541 21.0735664840945)"
32951,7711,9511,230000,3,,60,"SRID=4326;LINESTRING(-121.783880769936 42.1985956227013,-122.071609203594 42.0937684556266)"
31171,605,7733,,,,,"SRID=4326;LINESTRING(-119.185451078708 34.3022294162662,-119.166665676941 34.3005291143961)"
38395,17957,491,,,,,"SRID=4326;LINESTRING(-79.3078498391178 43.7647201830695,-79.271141663632 43.7469496992719)"
27401,1669,3510,345000,3;6;3,,60,"SRID=4326;LINESTRING(-87.9957326320361 41.9802210255899,-88.0467785502966 41.8953906497361)"
39849,3864,17425,,3,,,"SRID=4326;LINESTRING(-105.994055900819 37.6921118420733,-106.002871439194 37.6322167910072)"
40279,819,822,230000,,,,"SRID=4326;LINESTRING(-77.5681690277895 38.8949151818691,-77.5490824825151 38.9634780470967)"
20174,13410,25704,230000,3,,,"SRID=4326;LINESTRING(-64.088511022165 44.6443319952556,-63.7976391141481 44.809966884429)"
14513,8198,23084,,,,,"SRID=4326;LINESTRING(-83.4038746130673 32.8980406418678,-83.4027707442676 32.9079297918941)"
41920,1011,2483,345000,3,,60,"SRID=4326;LINESTRING(-87.9326305862297 41.6248522879216,-87.8255166351563 41.494643341988)"
4126,18340,31339,,,,,"SRID=4326;LINESTRING(-90.871383869205 34.9764159679447,-90.8950142854212 34.9684523178865)"
5670,4491,28506,100000,,,,"SRID=4326;LINESTRING(-81.0131600686049 35.1357960675323,-81.0112595182244 35.0524808066174)"
42059,2648,2649,230000,3,,60,"SRID=4326;LINESTRING(-114.396846145718 32.7685079665528,-114.347381025712 32.8678715078376)"
40170,246,699,,,,,"SRID=4326;LINESTRING(-112.001511020641 41.1599199464448,-111.998909033147 41.2091956298457)"
28307,4497,4527,,,,,"SRID=4326;LINESTRING(-112.171538241289 33.5967924624949,-112.129118428379 33.5715026885962)"
19421,12902,25309,,,,,"SRID=4326;LINESTRING(-90.5062391688807 41.4637081707376,-90.4895170487851 41.4638519035343)"
32224,23266,8734,345000,6;3;3,,60,"SRID=4326;LINESTRING(-76.41310743863 43.5062053822207,-76.4471721583456 43.4991026918837)"
12998,6439,18650,345000,3,,,"SRID=4326;LINESTRING(-84.720749505943 37.7939924179829,-84.822901207257 37.7441563204111)"
21787,14843,26452,230000,6,,60,"SRID=4326;LINESTRING(-93.9253401348246 29.9074555292052,-93.904371063038 29.9262332084461)"
2203,29887,30568,,,,,"SRID=4326;LINESTRING(-96.3669959336396 33.615323860271,-96.3717042999798 33.6253367354242)"
31170,30430,7731,,,,,"SRID=4326;LINESTRING(-119.500891271481 34.4351652676464,-119.515123588473 34.4093193822325)"
4363,22731,29521,,,,,"SRID=4326;LINESTRING(-116.353278816675 33.8163881770872,-116.368970339106 33.8182005861309)"
15507,10890,17827,,,,,"SRID=4326;LINESTRING(-81.1918880954981 42.7942573814229,-81.3382429750309 42.7471103642305)"
12857,18618,18619,,,,,"SRID=4326;LINESTRING(-87.5287949178147 37.277293012547,-87.5233578645575 37.2747409843671)"
15494,20344,23551,345000,3,,60,"SRID=4326;LINESTRING(-85.8675260000164 41.7335485680223,-85.8679685999568 41.7354352197045)"
35263,12452,12453,,3,,,"SRID=4326;LINESTRING(-96.7233838090162 43.5653482313055,-96.720395631957 43.5572534304193)"
41915,2529,2479,345000;138000;345000;138000;345000,6;3;3;3,,60,"SRID=4326;LINESTRING(-87.3989269262867 41.4509189256639,-87.0235216768472 41.2203832572214)"
16420,23950,23951,230000,3,,60,"SRID=4326;LINESTRING(-90.9796293338055 30.1812078216226,-90.9786487328413 30.1817107072736)"
10617,8778,21367,345000,6;3;3;6;6;6;6;6;6,,60,"SRID=4326;LINESTRING(-97.9998795064563 29.4672993816825,-98.175614370133 29.6150559941585)"
15668,17571,18828,,,,,"SRID=4326;LINESTRING(-92.3325983390295 38.2964966849409,-91.998658878332 38.3392670179224)"
42438,2045,2991,230000,,,,"SRID=4326;LINESTRING(-77.4601072117539 37.6168651251445,-77.3623538452239 37.5508125787503)"
27825,3932,3930,345000,6,,,"SRID=4326;LINESTRING(-93.4639892989522 45.1392488142457,-93.8462188810096 45.3309693757286)"
32261,8773,8776,,,,,"SRID=4326;LINESTRING(-97.6583577064456 35.2758363024844,-97.7106861412973 35.3765401520176)"
40376,582,904,,,,,"SRID=4326;LINESTRING(-94.7580409923667 38.8852321831561,-94.774736169478 38.9294421343603)"
14669,6792,23155,230000;138000,6,,60,"SRID=4326;LINESTRING(-116.37273945152 43.6475939008144,-116.433345118959 43.6482642083284)"
21389,26245,26246,,,,,"SRID=4326;LINESTRING(-104.716344432869 40.4293054030961,-104.719547016688 40.4302496608891)"
21512,14571,26304,,,,,"SRID=4326;LINESTRING(-82.2682819939145 34.7499133175133,-82.2687550467431 34.7504236743359)"
7207,10380,29051,,,,,"SRID=4326;LINESTRING(-92.7845266677611 31.8640367883956,-92.6358266578918 31.9457117690576)"
40091,7733,605,,3,,,"SRID=4326;LINESTRING(-119.166665676941 34.3005291143961,-119.185451078708 34.3022294162662)"
18915,25056,25058,,3,,,"SRID=4326;LINESTRING(-96.7219665960832 43.5681417739709,-96.721583374783 43.5729448742801)"
27598,3605,3702,345000;138000;345000,6,,60,"SRID=4326;LINESTRING(-87.5457450531979 41.6335931537473,-87.5545991800656 41.5879806022228)"
28652,21761,4957,115000,3,,,"SRID=4326;LINESTRING(-106.315803599733 39.1695287821582,-106.32544068361 39.1887276929245)"
26079,19682,19683,500000,3,2,,"SRID=4326;LINESTRING(-77.2381961032069 39.3561597717271,-77.2383321081409 39.3554806634234)"
5683,1514,28509,230000,3,,60,"SRID=4326;LINESTRING(-79.0722477998288 36.4809307273553,-79.0165543269739 36.0448575738377)"
37860,10130,15259,,,,,"SRID=4326;LINESTRING(-99.1490150205772 19.336761088893,-99.1291466356232 19.37543422821)"
16611,10442,24043,,,,,"SRID=4326;LINESTRING(-79.357045210262 47.5772230705486,-79.3550453478518 47.5892024947246)"
28162,4361,4365,,,,,"SRID=4326;LINESTRING(-75.9366559435611 41.1214182664989,-75.9858462005415 41.0492607427813)"
14918,8823,23285,345000,3,,60,"SRID=4326;LINESTRING(-95.2578316707889 29.4598470508937,-95.1364055344738 29.4879919623966)"
7520,161,29178,500000,3,,60,"SRID=4326;LINESTRING(-122.297338576207 49.0688919905717,-122.874863085554 49.1586875401048)"
6746,8486,28852,345000,3;6;3;3,,60,"SRID=4326;LINESTRING(-102.316270392859 31.8400001403642,-101.451994646935 32.1003609361583)"
7994,20504,29356,230000,3,,,"SRID=4326;LINESTRING(-104.706584147475 39.6319228955284,-104.020868161232 39.6859863722772)"
6323,9414,28704,100000,6,,,"SRID=4326;LINESTRING(-80.1567942266913 36.0717500151886,-80.2214247903115 36.0115718757854)"
37150,1813,358,500000;230000;500000;500000;500000;500000,3;6;6,,,"SRID=4326;LINESTRING(-78.7292440243946 43.8888206665087,-79.113539417677 43.8520446722016)"
6695,8254,28833,345000,3;6,,60,"SRID=4326;LINESTRING(-98.1068030768269 33.2771933536505,-97.9543134600591 33.1022092567836)"
42720,3313,3315,230000,,,,"SRID=4326;LINESTRING(-123.610058294929 44.6057576651518,-123.428571679076 44.5907625920928)"
1044,13063,30083,,3,,,"SRID=4326;LINESTRING(-93.1732114000747 36.6227262302651,-93.2858030837335 36.6081360597744)"
28387,4632,4638,,,,,"SRID=4326;LINESTRING(-81.1891474144716 42.9385565641742,-81.1936738720313 42.9740423247686)"
8173,18331,29421,,3,,,"SRID=4326;LINESTRING(-92.1521431413146 34.428039057648,-92.1358536177907 34.4229407782524)"
31459,1020,7984,230000,,,,"SRID=4326;LINESTRING(-82.4141703699442 32.8835586630751,-82.0501762712029 33.0890171027964)"
2006,18733,30485,,,,,"SRID=4326;LINESTRING(-86.2288599381557 38.8979999905745,-85.9121807914277 39.098354525018)"
23407,16115,27220,230000;138000;230000;138000,6;3;3,,60,"SRID=4326;LINESTRING(-80.2191015819809 26.2078381248141,-80.2202706494916 26.2290684926199)"
38396,11396,15798,,,,,"SRID=4326;LINESTRING(-84.9008343633728 42.6504699644882,-84.9046898301443 42.654957703799)"
3877,3229,31250,,,,,"SRID=4326;LINESTRING(-69.4582447643382 47.7934982946389,-69.5140197631438 47.7499999903525)"
14715,23175,23176,230000,3,,60,"SRID=4326;LINESTRING(-115.732190725925 43.1776021890699,-115.731973692952 43.1784910660782)"
16438,10262,23959,,,,,"SRID=4326;LINESTRING(-84.418289374781 42.2885206880301,-84.4158917098444 42.2847042710923)"
8558,20287,17970,,,,,"SRID=4326;LINESTRING(-75.8189133803511 45.2516678108991,-75.7318845057941 45.211423773943)"
8640,2738,20457,,,,,"SRID=4326;LINESTRING(-122.662555354938 39.027476040191,-122.661176876539 39.0291774911393)"
18544,24894,24896,,,,,"SRID=4326;LINESTRING(-83.0399812658734 42.5763633680526,-83.0405498994482 42.5864949089677)"
934,23395,30039,,,,,"SRID=4326;LINESTRING(-93.0583088027021 47.3928170988197,-93.0304204520496 47.3926368704922)"
4476,1898,29553,230000,3,1,,"SRID=4326;LINESTRING(-114.834686474039 35.9278066939299,-114.743171595021 36.0180608195057)"
12853,6252,22365,,,,,"SRID=4326;LINESTRING(-67.6948352625432 46.7797270772707,-67.7057242742564 46.8013134098404)"
31967,5835,8465,345000,6;3;3,,60,"SRID=4326;LINESTRING(-97.0727754920584 32.4439504960903,-97.0775280262628 32.5510374730008)"
35724,13035,13036,,3,,,"SRID=4326;LINESTRING(-93.2584822566564 36.6724339911842,-93.2389182665854 36.6714901604267)"
13839,20470,22766,230000,3,,60,"SRID=4326;LINESTRING(-81.5226803979268 30.2945124071299,-81.5224948958207 30.2945311001684)"
35305,12501,12502,,3,,,"SRID=4326;LINESTRING(-96.5883295313249 43.314987984835,-96.6283238060597 43.3031303144905)"
6358,7060,28716,230000,,,,"SRID=4326;LINESTRING(-106.688361896728 39.6950113789703,-106.904897480682 39.6351822807086)"
23073,19254,19255,230000,6,2,,"SRID=4326;LINESTRING(-122.210055966426 38.1844802197937,-122.215721640923 38.1454568172954)"
26898,1898,20065,230000,3,,,"SRID=4326;LINESTRING(-114.834686474039 35.9278066939299,-115.004103133874 35.8002418016159)"
34995,12062,12072,,,,,"SRID=4326;LINESTRING(-83.6809941680053 42.7941982345739,-83.6822170458839 42.8190958697217)"
4345,6739,29516,230000,3,,60,"SRID=4326;LINESTRING(-101.211354893148 48.1172672259669,-101.316815957639 47.2826862896752)"
13036,18660,18664,,,,,"SRID=4326;LINESTRING(-86.9424399180311 37.3708632050293,-86.9508318895838 37.359253024089)"
8065,18584,29379,,,,,"SRID=4326;LINESTRING(-94.3285009226299 41.1117139740389,-94.3488319561608 41.115423681835)"
19772,29182,25483,,,,,"SRID=4326;LINESTRING(-52.7876525123563 47.5476370832458,-52.7869067503412 47.5471332627368)"
31376,1339,7920,230000,3,,,"SRID=4326;LINESTRING(-120.297632698383 46.9569548151407,-120.218307799922 46.9724507548745)"
42386,2928,2941,,,,,"SRID=4326;LINESTRING(-74.5969609621674 40.9068048248501,-74.5784276599368 41.0997880421534)"
41234,20017,1783,230000,3,,,"SRID=4326;LINESTRING(-81.5075941808769 28.7059524511263,-81.5081878063217 28.7043218234521)"
18134,11593,24725,,,,,"SRID=4326;LINESTRING(-83.0383638489359 42.4503675325531,-83.0077170148028 42.4488484669134)"
6627,8064,28807,230000,3,,,"SRID=4326;LINESTRING(-112.875504694206 46.0995977335831,-112.876466718465 46.106006065763)"
41415,1953,1960,500000,,,,"SRID=4326;LINESTRING(-76.3546874658052 36.7629127027648,-76.5803581141944 36.7104707505053)"
58,22501,29658,,,,,"SRID=4326;LINESTRING(-65.5358291527581 46.9869317976938,-65.537877977311 46.9708220126042)"
5600,5798,28491,,,,,"SRID=4326;LINESTRING(-78.7176957109492 43.1589308743721,-78.7193432779632 43.1476502095389)"
7129,319,29015,230000,,,,"SRID=4326;LINESTRING(-78.9518860621573 35.6322294025726,-79.0490769599539 35.5918566007772)"
42615,14490,3209,230000,3;6;3;3,,60,"SRID=4326;LINESTRING(-99.6654470421161 25.6008941911758,-98.2764321149866 25.978159235645)"
6569,7750,28780,500000,3,,60,"SRID=4326;LINESTRING(-89.5676857904272 36.5156350131321,-90.0205863248958 35.8610181710878)"
34542,11493,11490,,,,,"SRID=4326;LINESTRING(-82.9432660372707 43.8155414495972,-82.6644477029537 43.8532679950029)"
15056,23350,23352,345000,3,,60,"SRID=4326;LINESTRING(-85.4364886348787 43.2063058712066,-85.4329693949216 43.2094804044437)"
26375,1433,19820,,,,,"SRID=4326;LINESTRING(-105.133278654685 39.9407892335946,-105.134736842573 39.9399878096963)"
12501,5943,22213,,,,,"SRID=4326;LINESTRING(-78.8215277146014 43.0086583674751,-78.8041660762795 42.9959301185187)"
26194,18147,18150,,,,,"SRID=4326;LINESTRING(-84.3052379517988 32.8763509697396,-84.3068668669035 32.8809989816258)"
21171,26147,26149,230000,3,,60,"SRID=4326;LINESTRING(-99.482887867011 20.1100293552365,-99.4821947269378 20.1107471291518)"
29353,9261,5732,230000,3,,60,"SRID=4326;LINESTRING(-92.9653751925351 44.9274436498492,-92.9213469769036 45.6715519437308)"
10984,21547,21549,,3,,,"SRID=4326;LINESTRING(-119.669357316221 34.457496208128,-119.5820860762 34.4581563194973)"
32246,28874,8758,345000,3;6;3;3,,60,"SRID=4326;LINESTRING(-97.5113476646767 30.9720121619789,-97.5613485179525 30.551169777)"
7693,30630,29240,,,,,"SRID=4326;LINESTRING(-81.7171191711407 35.720659657419,-81.750584998864 35.7328189275705)"
30562,3797,7117,,3,,,"SRID=4326;LINESTRING(-109.316410713582 37.8683036489969,-109.307970313514 38.1600814858925)"
27801,3894,3895,,3,,,"SRID=4326;LINESTRING(-88.3942477232221 37.0246763943438,-88.3959493752878 37.028854637361)"
6939,24012,28926,230000,3,1,60,"SRID=4326;LINESTRING(-120.944805389044 41.5343402793014,-120.880879760591 41.4448182761498)"
29738,6097,6173,,,,,"SRID=4326;LINESTRING(-77.3338680185941 43.0823964667124,-77.3442479563371 43.063734255161)"
35427,28962,127,230000,6;3;3;6,,60,"SRID=4326;LINESTRING(-122.269378317293 39.368147388376,-122.223262011959 39.1205661492211)"
29015,7291,5379,220000,4,,,"SRID=4326;LINESTRING(-71.8639942482372 42.0663613301518,-71.9971334095995 42.1286176190463)"
29685,3003,6117,230000,,,,"SRID=4326;LINESTRING(-77.4312551580385 38.0292414612371,-77.5176019810928 38.06681928412)"
22863,11342,26980,,,,,"SRID=4326;LINESTRING(-86.5141284685836 30.5153812757539,-86.5618842785998 30.4826083804906)"
24887,16687,27897,230000,3,1,60,"SRID=4326;LINESTRING(-80.7131850899926 26.649877737483,-80.5371217215604 26.677544053977)"
15620,4628,23595,230000,6,,60,"SRID=4326;LINESTRING(-77.1709295329523 40.4291390551228,-77.1722769191745 40.4421101161789)"
20903,13299,26023,,,,,"SRID=4326;LINESTRING(-92.8496152729357 49.8162679667755,-92.4866489833253 49.6930079655588)"
32703,28607,9247,,,,,"SRID=4326;LINESTRING(-79.0147723063874 43.0844901259855,-79.0141108661424 43.088544157486)"
18057,24690,24691,,,,,"SRID=4326;LINESTRING(-83.2677326669922 42.7303422969753,-83.2681513717461 42.7312071724675)"
12132,18551,18552,,,,,"SRID=4326;LINESTRING(-82.049374866094 38.9438670105259,-82.0509009240986 38.9430450138995)"
12823,22347,22348,,,,,"SRID=4326;LINESTRING(-121.141517391983 37.9488568630365,-121.140182944628 37.9504781749696)"
14911,8799,23282,,,,,"SRID=4326;LINESTRING(-97.6537816212772 35.4688036688376,-97.6632374306272 35.4693884760578)"
27212,11424,20225,,8,,,"SRID=4326;LINESTRING(-83.1611054915987 42.2844964706446,-83.1684387345349 42.2330289586079)"
14505,21695,23081,345000,3,,60,"SRID=4326;LINESTRING(-96.6040002821303 40.9074405001716,-96.6428338230421 40.9076927178534)"
4631,23601,29599,230000,3,,60,"SRID=4326;LINESTRING(-123.118065240271 43.7437647121566,-123.016317058225 43.9968726405155)"
24216,19300,19301,230000,3,,60,"SRID=4326;LINESTRING(-89.9446344808919 29.9561912563078,-89.9447651857657 29.9559449996496)"
35745,7920,13059,230000,3,,,"SRID=4326;LINESTRING(-120.218307799922 46.9724507548745,-120.160583189105 46.953257711988)"
4415,19556,29535,230000,6,,,"SRID=4326;LINESTRING(-81.3475424246836 28.3740079273512,-81.3751141349594 28.3746699856303)"
8213,3790,29431,345000,6,2,60,"SRID=4326;LINESTRING(-111.886152560394 33.7445058200835,-111.938186938282 33.7031437872211)"
34808,811,11830,500000;115000,6,,60,"SRID=4326;LINESTRING(-77.5651936036596 38.7907460407544,-77.592063559115 38.7315530327116)"
1773,20554,30382,,,,,"SRID=4326;LINESTRING(-77.6569739799991 37.4824363022505,-77.6364866595699 37.4726971446888)"
33095,9643,9674,230000,,,,"SRID=4326;LINESTRING(-86.8163071728256 33.3309845816607,-86.8420114719688 33.4722395789833)"
16342,10431,23916,,,,,"SRID=4326;LINESTRING(-85.7938762269986 34.1322988794791,-85.3454194076683 34.2466084595738)"
40131,201,662,,,,,"SRID=4326;LINESTRING(-84.4493679581476 39.327518056205,-84.4862554830127 39.3082500221231)"
32790,616,9337,345000,6;3;3;3;3,,60,"SRID=4326;LINESTRING(-85.3055978585008 40.2367641662883,-85.3053884883776 40.6206413859049)"
1696,29042,30351,,,,,"SRID=4326;LINESTRING(-112.153550184213 33.4420554474523,-112.159877878515 33.4401600311064)"
10112,20073,21140,230000,3,,60,"SRID=4326;LINESTRING(-114.999962439404 35.9802190130617,-114.994942833259 35.9957435725806)"
10588,21353,21354,400000,6,,60,"SRID=4326;LINESTRING(-96.1410711074389 18.0769788195429,-96.1349593295718 18.0753228690506)"
30577,7126,7132,,,,,"SRID=4326;LINESTRING(-84.2316473405748 32.0799529706468,-84.2117005431536 32.0976696476922)"
28798,28554,5111,,,,,"SRID=4326;LINESTRING(-71.4480089950744 42.1383045260585,-71.268338138771 42.1313697739189)"
40653,1192,1193,230000,6,,,"SRID=4326;LINESTRING(-122.779038897728 45.3327180536799,-122.836293266638 45.3717303921597)"
30203,6746,6747,230000,3,,,"SRID=4326;LINESTRING(-84.3665934793854 33.4820207819501,-84.4605884397549 33.4839782688182)"
15418,18126,23519,,3,,,"SRID=4326;LINESTRING(-84.3820624138858 34.3710267130581,-84.4163949460665 34.3105296715436)"
